route_id,date,origin,destination,distance_km,avg_fare,currency,pax_boarded,load_factor,revenue,refunds_issued,is_govt_capped,cap_fare_limit,season_tag,cap_applied_flag
GOI-PAT,2025-11-22,GOI,PAT,1885,13206.29,INR,118,0.63,1558342.22,0,0,,NORMAL,False
PNQ-VNS,2025-11-22,PNQ,VNS,1275,11350.4,INR,179,0.96,2031721.6,0,0,,NORMAL,False
VNS-BLR,2025-11-22,VNS,BLR,763,7912.89,INR,177,0.95,1400581.53,0,0,,NORMAL,False
IXB-PNQ,2025-11-22,IXB,PNQ,453,5790.27,INR,104,0.56,602188.08,0,0,,NORMAL,False
DEL-LKO,2025-11-22,DEL,LKO,1619,12057.04,INR,91,0.49,1097190.64,0,0,,NORMAL,False
IXB-GAU,2025-11-22,IXB,GAU,783,8394.69,INR,81,0.44,679969.89,0,0,,NORMAL,False
COK-JAI,2025-11-22,COK,JAI,481,5501.87,INR,109,0.59,599703.83,0,0,,NORMAL,False
GAU-BOM,2025-11-22,GAU,BOM,2224,14912.27,INR,142,0.76,2117542.34,0,0,,NORMAL,False
ATQ-HYD,2025-11-22,ATQ,HYD,1543,10110.48,INR,148,0.8,1496351.04,0,0,,NORMAL,False
PNQ-JAI,2025-11-22,PNQ,JAI,367,5887.85,INR,171,0.92,1006822.35,0,0,,NORMAL,False
IXB-BOM,2025-11-22,IXB,BOM,438,5881.88,INR,165,0.89,970510.2,0,0,,NORMAL,False
AMD-JAI,2025-11-22,AMD,JAI,2406,17705.91,INR,86,0.46,1522708.26,0,0,,NORMAL,False
GOI-VNS,2025-11-22,GOI,VNS,2690,18958.25,INR,159,0.85,3014361.75,0,0,,NORMAL,False
GAU-ATQ,2025-11-22,GAU,ATQ,377,6038.88,INR,136,0.73,821287.68,0,0,,NORMAL,False
MAA-COK,2025-11-22,MAA,COK,498,6133.04,INR,111,0.6,680767.44,0,0,,NORMAL,False
BOM-HYD,2025-11-22,BOM,HYD,2350,17072.67,INR,83,0.45,1417031.61,0,0,,NORMAL,False
MAA-IXC,2025-11-22,MAA,IXC,891,8935.03,INR,142,0.76,1268774.26,0,0,,NORMAL,False
ATQ-DEL,2025-11-22,ATQ,DEL,2437,16876.42,INR,82,0.44,1383866.44,0,0,,NORMAL,False
COK-CCU,2025-11-22,COK,CCU,1523,12192.99,INR,100,0.54,1219299.0,0,0,,NORMAL,False
PAT-PNQ,2025-11-22,PAT,PNQ,1638,12506.07,INR,138,0.74,1725837.66,0,0,,NORMAL,False
LKO-IXC,2025-11-22,LKO,IXC,2293,16325.72,INR,116,0.62,1893783.52,0,0,,NORMAL,False
GOI-BOM,2025-11-22,GOI,BOM,1588,12391.93,INR,90,0.48,1115273.7,0,0,,NORMAL,False
BHO-CCU,2025-11-22,BHO,CCU,875,9024.4,INR,116,0.62,1046830.4,0,0,,NORMAL,False
PAT-CCU,2025-11-22,PAT,CCU,2083,13766.97,INR,120,0.65,1652036.4,0,0,,NORMAL,False
ATQ-AMD,2025-11-22,ATQ,AMD,1464,12286.39,INR,167,0.9,2051827.13,0,0,,NORMAL,False
BHO-MAA,2025-11-22,BHO,MAA,1511,12563.07,INR,137,0.74,1721140.59,0,0,,NORMAL,False
PNQ-GOI,2025-11-22,PNQ,GOI,2649,17086.38,INR,98,0.53,1674465.24,0,0,,NORMAL,False
MAA-GOI,2025-11-22,MAA,GOI,1509,10921.25,INR,142,0.76,1550817.5,0,0,,NORMAL,False
GAU-CCU,2025-11-22,GAU,CCU,1716,11591.52,INR,181,0.97,2098065.12,0,0,,NORMAL,False
LKO-JAI,2025-11-22,LKO,JAI,2645,18249.53,INR,146,0.78,2664431.38,0,0,,NORMAL,False
COK-AMD,2025-11-22,COK,AMD,1753,13628.88,INR,163,0.88,2221507.44,0,0,,NORMAL,False
VNS-LKO,2025-11-22,VNS,LKO,1515,9677.35,INR,136,0.73,1316119.6,0,0,,NORMAL,False
BOM-GAU,2025-11-22,BOM,GAU,2175,15227.61,INR,147,0.79,2238458.67,0,0,,NORMAL,False
GAU-VNS,2025-11-22,GAU,VNS,2651,18180.55,INR,167,0.9,3036151.85,0,0,,NORMAL,False
IXC-MAA,2025-11-22,IXC,MAA,2418,15592.45,INR,81,0.44,1262988.45,0,0,,NORMAL,False
ATQ-IXC,2025-11-22,ATQ,IXC,1551,9771.3,INR,83,0.45,811017.9,0,0,,NORMAL,False
PNQ-BOM,2025-11-22,PNQ,BOM,2037,11838.02,INR,97,0.52,1148287.94,0,0,,NORMAL,False
BLR-ATQ,2025-11-22,BLR,ATQ,2212,13799.83,INR,85,0.46,1172985.55,0,0,,NORMAL,False
BLR-COK,2025-11-22,BLR,COK,1835,14137.73,INR,171,0.92,2417551.83,0,0,,NORMAL,False
JAI-COK,2025-11-22,JAI,COK,2194,13619.49,INR,180,0.97,2451508.2,0,0,,NORMAL,False
GOI-BLR,2025-11-22,GOI,BLR,2442,14911.12,INR,129,0.69,1923534.48,0,0,,NORMAL,False
GOI-COK,2025-11-22,GOI,COK,1966,15117.06,INR,101,0.54,1526823.06,0,0,,NORMAL,False
PAT-LKO,2025-11-22,PAT,LKO,910,7749.04,INR,177,0.95,1371580.08,0,0,,NORMAL,False
BLR-VNS,2025-11-22,BLR,VNS,721,6219.48,INR,92,0.49,572192.16,0,0,,NORMAL,False
PAT-GAU,2025-11-22,PAT,GAU,2247,15394.29,INR,93,0.5,1431668.97,0,0,,NORMAL,False
LKO-DEL,2025-11-22,LKO,DEL,2247,12687.15,INR,150,0.81,1903072.5,0,0,,NORMAL,False
PAT-SXR,2025-11-22,PAT,SXR,625,6440.86,INR,144,0.77,927483.84,0,0,,NORMAL,False
BOM-IXB,2025-11-22,BOM,IXB,2556,16206.59,INR,132,0.71,2139269.88,0,0,,NORMAL,False
ATQ-BHO,2025-11-22,ATQ,BHO,2107,15350.15,INR,174,0.94,2670926.1,0,0,,NORMAL,False
JAI-VNS,2025-11-22,JAI,VNS,1917,14871.1,INR,183,0.98,2721411.3,0,0,,NORMAL,False
ATQ-GOI,2025-11-22,ATQ,GOI,2768,16604.42,INR,185,0.99,3071817.7,0,0,,NORMAL,False
IXC-GAU,2025-11-22,IXC,GAU,863,7748.66,INR,181,0.97,1402507.46,0,0,,NORMAL,False
IXB-HYD,2025-11-22,IXB,HYD,1313,10985.74,INR,95,0.51,1043645.3,0,0,,NORMAL,False
BHO-BLR,2025-11-22,BHO,BLR,2023,12700.37,INR,166,0.89,2108261.42,0,0,,NORMAL,False
GAU-IXC,2025-11-22,GAU,IXC,2278,13787.17,INR,137,0.74,1888842.29,0,0,,NORMAL,False
LKO-AMD,2025-11-22,LKO,AMD,789,7202.27,INR,152,0.82,1094745.04,0,0,,NORMAL,False
COK-VNS,2025-11-22,COK,VNS,513,6790.6,INR,112,0.6,760547.2,0,0,,NORMAL,False
IXB-JAI,2025-11-22,IXB,JAI,1807,14050.26,INR,156,0.84,2191840.56,0,0,,NORMAL,False
AMD-GOI,2025-11-22,AMD,GOI,482,5937.97,INR,141,0.76,837253.77,0,0,,NORMAL,False
JAI-ATQ,2025-11-22,JAI,ATQ,1601,10257.48,INR,179,0.96,1836088.92,0,0,,NORMAL,False
IXC-PAT,2025-11-22,IXC,PAT,1877,12712.09,INR,157,0.84,1995798.13,0,0,,NORMAL,False
PAT-HYD,2025-11-22,PAT,HYD,1788,12138.63,INR,147,0.79,1784378.61,0,0,,NORMAL,False
DEL-SXR,2025-11-22,DEL,SXR,1462,9879.38,INR,117,0.63,1155887.46,0,0,,NORMAL,False
SXR-GOI,2025-11-22,SXR,GOI,2453,15074.46,INR,182,0.98,2743551.72,0,0,,NORMAL,False
MAA-VNS,2025-11-22,MAA,VNS,937,7417.03,INR,83,0.45,615613.49,0,0,,NORMAL,False
BHO-GAU,2025-11-22,BHO,GAU,1396,11033.18,INR,130,0.7,1434313.4,0,0,,NORMAL,False
GOI-AMD,2025-11-22,GOI,AMD,2451,17080.13,INR,109,0.59,1861734.17,0,0,,NORMAL,False
PAT-DEL,2025-11-22,PAT,DEL,1126,9591.63,INR,148,0.8,1419561.24,0,0,,NORMAL,False
DEL-MAA,2025-11-22,DEL,MAA,2036,12856.87,INR,176,0.95,2262809.12,0,0,,NORMAL,False
LKO-VNS,2025-11-22,LKO,VNS,1560,11609.39,INR,131,0.7,1520830.09,0,0,,NORMAL,False
MAA-IXB,2025-11-22,MAA,IXB,2570,14872.81,INR,91,0.49,1353425.71,0,0,,NORMAL,False
PNQ-BHO,2025-11-22,PNQ,BHO,877,7361.81,INR,173,0.93,1273593.13,0,0,,NORMAL,False
JAI-PNQ,2025-11-22,JAI,PNQ,2415,17631.95,INR,158,0.85,2785848.1,0,0,,NORMAL,False
JAI-HYD,2025-11-22,JAI,HYD,1470,11608.38,INR,176,0.95,2043074.88,0,0,,NORMAL,False
BLR-BOM,2025-11-22,BLR,BOM,2436,14354.11,INR,113,0.61,1622014.43,0,0,,NORMAL,False
IXB-VNS,2025-11-22,IXB,VNS,1903,11445.84,INR,112,0.6,1281934.08,0,0,,NORMAL,False
JAI-AMD,2025-11-22,JAI,AMD,2281,16355.58,INR,87,0.47,1422935.46,0,0,,NORMAL,False
BOM-CCU,2025-11-22,BOM,CCU,501,5797.43,INR,159,0.85,921791.37,0,0,,NORMAL,False
IXB-ATQ,2025-11-22,IXB,ATQ,2330,15621.16,INR,145,0.78,2265068.2,0,0,,NORMAL,False
BHO-GOI,2025-11-22,BHO,GOI,551,6624.03,INR,140,0.75,927364.2,0,0,,NORMAL,False
ATQ-IXB,2025-11-22,ATQ,IXB,1858,14203.21,INR,116,0.62,1647572.36,0,0,,NORMAL,False
BLR-CCU,2025-11-22,BLR,CCU,1346,10107.53,INR,143,0.77,1445376.79,0,0,,NORMAL,False
CCU-COK,2025-11-22,CCU,COK,2350,14592.18,INR,134,0.72,1955352.12,0,0,,NORMAL,False
JAI-DEL,2025-11-22,JAI,DEL,2582,16250.61,INR,152,0.82,2470092.72,0,0,,NORMAL,False
AMD-BOM,2025-11-22,AMD,BOM,2431,15798.23,INR,186,1.0,2938470.78,0,0,,NORMAL,False
BHO-PNQ,2025-11-22,BHO,PNQ,980,9038.38,INR,99,0.53,894799.62,0,0,,NORMAL,False
GOI-MAA,2025-11-22,GOI,MAA,1148,10338.28,INR,148,0.8,1530065.44,0,0,,NORMAL,False
DEL-HYD,2025-11-22,DEL,HYD,618,5725.42,INR,124,0.67,709952.08,0,0,,NORMAL,False
DEL-PNQ,2025-11-22,DEL,PNQ,2111,15212.16,INR,109,0.59,1658125.44,0,0,,NORMAL,False
BHO-DEL,2025-11-22,BHO,DEL,1868,14067.17,INR,170,0.91,2391418.9,0,0,,NORMAL,False
GOI-BHO,2025-11-22,GOI,BHO,1835,10896.71,INR,167,0.9,1819750.57,0,0,,NORMAL,False
BLR-PAT,2025-11-22,BLR,PAT,1562,12076.5,INR,101,0.54,1219726.5,0,0,,NORMAL,False
BLR-SXR,2025-11-22,BLR,SXR,2169,16398.7,INR,171,0.92,2804177.7,0,0,,NORMAL,False
BHO-VNS,2025-11-22,BHO,VNS,1351,10928.4,INR,144,0.77,1573689.6,0,0,,NORMAL,False
HYD-COK,2025-11-22,HYD,COK,907,8557.73,INR,161,0.87,1377794.53,0,0,,NORMAL,False
SXR-HYD,2025-11-22,SXR,HYD,1159,9249.74,INR,136,0.73,1257964.64,0,0,,NORMAL,False
PNQ-DEL,2025-11-22,PNQ,DEL,625,6857.9,INR,142,0.76,973821.8,0,0,,NORMAL,False
HYD-AMD,2025-11-22,HYD,AMD,1411,9324.42,INR,131,0.7,1221499.02,0,0,,NORMAL,False
COK-PAT,2025-11-22,COK,PAT,1352,9365.03,INR,141,0.76,1320469.23,0,0,,NORMAL,False
COK-DEL,2025-11-22,COK,DEL,491,5116.88,INR,170,0.91,869869.6,0,0,,NORMAL,False
IXB-MAA,2025-11-22,IXB,MAA,374,5072.68,INR,177,0.95,897864.36,0,0,,NORMAL,False
VNS-BHO,2025-11-22,VNS,BHO,500,5312.27,INR,92,0.49,488728.84,0,0,,NORMAL,False
GOI-CCU,2025-11-22,GOI,CCU,1672,11843.4,INR,141,0.76,1669919.4,0,0,,NORMAL,False
BLR-IXB,2025-11-22,BLR,IXB,2658,16285.97,INR,100,0.54,1628597.0,0,0,,NORMAL,False
JAI-LKO,2025-11-22,JAI,LKO,837,7019.94,INR,183,0.98,1284649.02,0,0,,NORMAL,False
DEL-IXB,2025-11-22,DEL,IXB,2213,12941.36,INR,89,0.48,1151781.04,0,0,,NORMAL,False
GOI-GAU,2025-11-22,GOI,GAU,2450,15157.25,INR,136,0.73,2061386.0,0,0,,NORMAL,False
VNS-GOI,2025-11-22,VNS,GOI,1630,10105.39,INR,133,0.72,1344016.87,0,0,,NORMAL,False
COK-GOI,2025-11-22,COK,GOI,1507,12311.09,INR,162,0.87,1994396.58,0,0,,NORMAL,False
PNQ-COK,2025-11-22,PNQ,COK,1456,10561.49,INR,80,0.43,844919.2,0,0,,NORMAL,False
BOM-DEL,2025-11-22,BOM,DEL,1042,9848.17,INR,173,0.93,1703733.41,0,0,,NORMAL,False
MAA-SXR,2025-11-22,MAA,SXR,2290,15881.18,INR,104,0.56,1651642.72,0,0,,NORMAL,False
BOM-ATQ,2025-11-22,BOM,ATQ,2787,16856.5,INR,121,0.65,2039636.5,0,0,,NORMAL,False
IXC-DEL,2025-11-22,IXC,DEL,1396,10078.38,INR,186,1.0,1874578.68,0,0,,NORMAL,False
VNS-COK,2025-11-22,VNS,COK,1632,11940.79,INR,141,0.76,1683651.39,0,0,,NORMAL,False
GAU-HYD,2025-11-22,GAU,HYD,796,6608.95,INR,83,0.45,548542.85,0,0,,NORMAL,False
LKO-CCU,2025-11-22,LKO,CCU,918,8996.73,INR,154,0.83,1385496.42,0,0,,NORMAL,False
BOM-VNS,2025-11-22,BOM,VNS,1723,12122.54,INR,138,0.74,1672910.52,0,0,,NORMAL,False
BLR-DEL,2025-11-22,BLR,DEL,649,6190.81,INR,110,0.59,680989.1,0,0,,NORMAL,False
LKO-MAA,2025-11-22,LKO,MAA,853,7209.81,INR,122,0.66,879596.82,0,0,,NORMAL,False
VNS-GAU,2025-11-22,VNS,GAU,1945,14808.81,INR,98,0.53,1451263.38,0,0,,NORMAL,False
HYD-VNS,2025-11-22,HYD,VNS,607,5911.97,INR,103,0.55,608932.91,0,0,,NORMAL,False
HYD-SXR,2025-11-22,HYD,SXR,2734,14855.32,INR,102,0.55,1515242.64,0,0,,NORMAL,False
GAU-COK,2025-11-22,GAU,COK,1496,11785.54,INR,136,0.73,1602833.44,0,0,,NORMAL,False
AMD-PNQ,2025-11-22,AMD,PNQ,2650,17899.01,INR,98,0.53,1754102.98,0,0,,NORMAL,False
IXC-BLR,2025-11-22,IXC,BLR,2096,15323.46,INR,130,0.7,1992049.8,0,0,,NORMAL,False
IXC-BHO,2025-11-22,IXC,BHO,1818,11694.56,INR,92,0.49,1075899.52,0,0,,NORMAL,False
SXR-IXC,2025-11-22,SXR,IXC,996,9163.15,INR,148,0.8,1356146.2,0,0,,NORMAL,False
BOM-LKO,2025-11-22,BOM,LKO,555,5551.22,INR,159,0.85,882643.98,0,0,,NORMAL,False
PNQ-HYD,2025-11-22,PNQ,HYD,2232,12682.14,INR,157,0.84,1991095.98,0,0,,NORMAL,False
HYD-MAA,2025-11-22,HYD,MAA,1199,9901.68,INR,163,0.88,1613973.84,0,0,,NORMAL,False
CCU-ATQ,2025-11-22,CCU,ATQ,2286,17126.59,INR,89,0.48,1524266.51,0,0,,NORMAL,False
DEL-CCU,2025-11-22,DEL,CCU,1621,13133.91,INR,87,0.47,1142650.17,0,0,,NORMAL,False
SXR-PAT,2025-11-22,SXR,PAT,1329,8689.22,INR,84,0.45,729894.48,0,0,,NORMAL,False
AMD-MAA,2025-11-22,AMD,MAA,756,8253.23,INR,120,0.65,990387.6,0,0,,NORMAL,False
ATQ-MAA,2025-11-22,ATQ,MAA,412,6093.23,INR,128,0.69,779933.44,0,0,,NORMAL,False
AMD-IXB,2025-11-22,AMD,IXB,1905,12132.86,INR,114,0.61,1383146.04,0,0,,NORMAL,False
AMD-BLR,2025-11-22,AMD,BLR,1610,11211.46,INR,113,0.61,1266894.98,0,0,,NORMAL,False
GAU-BLR,2025-11-22,GAU,BLR,1665,12873.17,INR,126,0.68,1622019.42,0,0,,NORMAL,False
PAT-BLR,2025-11-22,PAT,BLR,2442,17742.3,INR,160,0.86,2838768.0,0,0,,NORMAL,False
ATQ-LKO,2025-11-22,ATQ,LKO,1042,8408.3,INR,102,0.55,857646.6,0,0,,NORMAL,False
HYD-DEL,2025-11-22,HYD,DEL,2488,16622.0,INR,147,0.79,2443434.0,0,0,,NORMAL,False
LKO-SXR,2025-11-22,LKO,SXR,394,5088.0,INR,107,0.58,544416.0,0,0,,NORMAL,False
ATQ-PAT,2025-11-22,ATQ,PAT,2752,19511.25,INR,83,0.45,1619433.75,0,0,,NORMAL,False
IXB-CCU,2025-11-22,IXB,CCU,827,6867.22,INR,156,0.84,1071286.32,0,0,,NORMAL,False
IXC-HYD,2025-11-22,IXC,HYD,491,6322.58,INR,109,0.59,689161.22,0,0,,NORMAL,False
CCU-LKO,2025-11-22,CCU,LKO,1993,13116.13,INR,150,0.81,1967419.5,0,0,,NORMAL,False
IXC-IXB,2025-11-22,IXC,IXB,334,5843.81,INR,183,0.98,1069417.23,0,0,,NORMAL,False
IXC-VNS,2025-11-22,IXC,VNS,1368,10830.35,INR,137,0.74,1483757.95,0,0,,NORMAL,False
SXR-PAT,2025-11-23,SXR,PAT,1870,13944.64,INR,154,0.83,2147474.56,0,0,,NORMAL,False
BLR-COK,2025-11-23,BLR,COK,1184,9947.68,INR,146,0.78,1452361.28,0,0,,NORMAL,False
DEL-JAI,2025-11-23,DEL,JAI,1291,9685.96,INR,112,0.6,1084827.52,0,0,,NORMAL,False
PAT-DEL,2025-11-23,PAT,DEL,1131,9693.44,INR,122,0.66,1182599.68,0,0,,NORMAL,False
GOI-DEL,2025-11-23,GOI,DEL,2300,16117.5,INR,185,0.99,2981737.5,0,0,,NORMAL,False
ATQ-DEL,2025-11-23,ATQ,DEL,734,7149.75,INR,121,0.65,865119.75,0,0,,NORMAL,False
VNS-GAU,2025-11-23,VNS,GAU,1274,9046.97,INR,149,0.8,1347998.53,0,0,,NORMAL,False
PAT-BHO,2025-11-23,PAT,BHO,1769,10706.93,INR,82,0.44,877968.26,0,0,,NORMAL,False
CCU-JAI,2025-11-23,CCU,JAI,2564,14123.33,INR,137,0.74,1934896.21,0,0,,NORMAL,False
BLR-BHO,2025-11-23,BLR,BHO,1552,10541.94,INR,134,0.72,1412619.96,0,0,,NORMAL,False
DEL-BHO,2025-11-23,DEL,BHO,2286,15973.08,INR,98,0.53,1565361.84,0,0,,NORMAL,False
ATQ-GAU,2025-11-23,ATQ,GAU,1728,12213.47,INR,128,0.69,1563324.16,0,0,,NORMAL,False
MAA-SXR,2025-11-23,MAA,SXR,798,7578.01,INR,115,0.62,871471.15,0,0,,NORMAL,False
IXB-VNS,2025-11-23,IXB,VNS,1616,11855.66,INR,149,0.8,1766493.34,0,0,,NORMAL,False
DEL-GOI,2025-11-23,DEL,GOI,1778,13714.11,INR,84,0.45,1151985.24,0,0,,NORMAL,False
COK-AMD,2025-11-23,COK,AMD,695,6571.97,INR,156,0.84,1025227.32,0,0,,NORMAL,False
SXR-BLR,2025-11-23,SXR,BLR,2362,13570.81,INR,96,0.52,1302797.76,0,0,,NORMAL,False
BLR-IXC,2025-11-23,BLR,IXC,1889,14784.05,INR,107,0.58,1581893.35,0,0,,NORMAL,False
IXB-MAA,2025-11-23,IXB,MAA,630,7368.63,INR,87,0.47,641070.81,0,0,,NORMAL,False
PAT-ATQ,2025-11-23,PAT,ATQ,2582,15924.48,INR,122,0.66,1942786.56,0,0,,NORMAL,False
VNS-COK,2025-11-23,VNS,COK,2395,14818.17,INR,155,0.83,2296816.35,0,0,,NORMAL,False
GOI-CCU,2025-11-23,GOI,CCU,2437,15404.37,INR,124,0.67,1910141.88,0,0,,NORMAL,False
IXC-BLR,2025-11-23,IXC,BLR,371,5761.89,INR,163,0.88,939188.07,0,0,,NORMAL,False
PAT-JAI,2025-11-23,PAT,JAI,1965,12841.02,INR,186,1.0,2388429.72,0,0,,NORMAL,False
BOM-BHO,2025-11-23,BOM,BHO,447,6530.12,INR,104,0.56,679132.48,0,0,,NORMAL,False
CCU-GAU,2025-11-23,CCU,GAU,918,7229.32,INR,118,0.63,853059.76,0,0,,NORMAL,False
IXC-MAA,2025-11-23,IXC,MAA,1363,11029.44,INR,132,0.71,1455886.08,0,0,,NORMAL,False
ATQ-LKO,2025-11-23,ATQ,LKO,2736,16841.65,INR,120,0.65,2020998.0,0,0,,NORMAL,False
BLR-AMD,2025-11-23,BLR,AMD,2233,13384.93,INR,181,0.97,2422672.33,0,0,,NORMAL,False
IXC-JAI,2025-11-23,IXC,JAI,1628,12565.86,INR,169,0.91,2123630.34,0,0,,NORMAL,False
PAT-AMD,2025-11-23,PAT,AMD,1937,13295.62,INR,136,0.73,1808204.32,0,0,,NORMAL,False
LKO-BHO,2025-11-23,LKO,BHO,2692,16575.68,INR,151,0.81,2502927.68,0,0,,NORMAL,False
MAA-BOM,2025-11-23,MAA,BOM,2574,16703.68,INR,144,0.77,2405329.92,0,0,,NORMAL,False
MAA-LKO,2025-11-23,MAA,LKO,1146,9891.66,INR,122,0.66,1206782.52,0,0,,NORMAL,False
BOM-JAI,2025-11-23,BOM,JAI,1055,8117.9,INR,130,0.7,1055327.0,0,0,,NORMAL,False
IXC-HYD,2025-11-23,IXC,HYD,1617,12104.95,INR,95,0.51,1149970.25,0,0,,NORMAL,False
MAA-IXC,2025-11-23,MAA,IXC,2086,12397.26,INR,154,0.83,1909178.04,0,0,,NORMAL,False
IXB-GOI,2025-11-23,IXB,GOI,506,5475.79,INR,149,0.8,815892.71,0,0,,NORMAL,False
SXR-MAA,2025-11-23,SXR,MAA,1933,12146.05,INR,116,0.62,1408941.8,0,0,,NORMAL,False
IXC-AMD,2025-11-23,IXC,AMD,2085,12243.33,INR,134,0.72,1640606.22,0,0,,NORMAL,False
COK-HYD,2025-11-23,COK,HYD,1159,8262.74,INR,107,0.58,884113.18,0,0,,NORMAL,False
PNQ-BOM,2025-11-23,PNQ,BOM,1639,12140.37,INR,132,0.71,1602528.84,0,0,,NORMAL,False
VNS-GOI,2025-11-23,VNS,GOI,1020,8650.47,INR,163,0.88,1410026.61,0,0,,NORMAL,False
SXR-COK,2025-11-23,SXR,COK,2413,17070.74,INR,140,0.75,2389903.6,0,0,,NORMAL,False
BOM-COK,2025-11-23,BOM,COK,2493,15557.28,INR,82,0.44,1275696.96,0,0,,NORMAL,False
AMD-PAT,2025-11-23,AMD,PAT,2530,17210.81,INR,163,0.88,2805362.03,0,0,,NORMAL,False
AMD-GOI,2025-11-23,AMD,GOI,1734,12785.15,INR,116,0.62,1483077.4,0,0,,NORMAL,False
JAI-IXB,2025-11-23,JAI,IXB,369,5158.98,INR,160,0.86,825436.8,0,0,,NORMAL,False
SXR-JAI,2025-11-23,SXR,JAI,422,5333.08,INR,122,0.66,650635.76,0,0,,NORMAL,False
IXB-BLR,2025-11-23,IXB,BLR,2798,17329.59,INR,123,0.66,2131539.57,0,0,,NORMAL,False
VNS-IXB,2025-11-23,VNS,IXB,395,5242.85,INR,106,0.57,555742.1,0,0,,NORMAL,False
AMD-BLR,2025-11-23,AMD,BLR,2478,16068.75,INR,81,0.44,1301568.75,0,0,,NORMAL,False
BHO-PNQ,2025-11-23,BHO,PNQ,2363,14047.95,INR,128,0.69,1798137.6,0,0,,NORMAL,False
COK-MAA,2025-11-23,COK,MAA,1830,13151.77,INR,143,0.77,1880703.11,0,0,,NORMAL,False
GAU-BHO,2025-11-23,GAU,BHO,1446,11519.02,INR,177,0.95,2038866.54,0,0,,NORMAL,False
LKO-VNS,2025-11-23,LKO,VNS,1668,12546.39,INR,107,0.58,1342463.73,0,0,,NORMAL,False
PNQ-BHO,2025-11-23,PNQ,BHO,1457,10713.18,INR,106,0.57,1135597.08,0,0,,NORMAL,False
JAI-PAT,2025-11-23,JAI,PAT,2214,12523.84,INR,148,0.8,1853528.32,0,0,,NORMAL,False
AMD-GAU,2025-11-23,AMD,GAU,2487,15512.6,INR,174,0.94,2699192.4,0,0,,NORMAL,False
GAU-CCU,2025-11-23,GAU,CCU,2382,16826.15,INR,114,0.61,1918181.1,0,0,,NORMAL,False
BHO-ATQ,2025-11-23,BHO,ATQ,2782,17015.08,INR,152,0.82,2586292.16,0,0,,NORMAL,False
CCU-ATQ,2025-11-23,CCU,ATQ,864,7280.86,INR,120,0.65,873703.2,0,0,,NORMAL,False
SXR-HYD,2025-11-23,SXR,HYD,1424,12107.23,INR,85,0.46,1029114.55,0,0,,NORMAL,False
DEL-AMD,2025-11-23,DEL,AMD,649,5919.54,INR,146,0.78,864252.84,0,0,,NORMAL,False
PAT-GAU,2025-11-23,PAT,GAU,390,5346.1,INR,101,0.54,539956.1,0,0,,NORMAL,False
CCU-BLR,2025-11-23,CCU,BLR,2361,14068.95,INR,139,0.75,1955584.05,0,0,,NORMAL,False
JAI-PNQ,2025-11-23,JAI,PNQ,1544,10760.46,INR,127,0.68,1366578.42,0,0,,NORMAL,False
LKO-GOI,2025-11-23,LKO,GOI,881,8029.57,INR,142,0.76,1140198.94,0,0,,NORMAL,False
GAU-BLR,2025-11-23,GAU,BLR,2697,15321.1,INR,126,0.68,1930458.6,0,0,,NORMAL,False
IXC-LKO,2025-11-23,IXC,LKO,2022,13428.49,INR,87,0.47,1168278.63,0,0,,NORMAL,False
COK-GOI,2025-11-23,COK,GOI,2420,14562.97,INR,96,0.52,1398045.12,0,0,,NORMAL,False
BOM-BLR,2025-11-23,BOM,BLR,1133,9989.78,INR,129,0.69,1288681.62,0,0,,NORMAL,False
HYD-IXC,2025-11-23,HYD,IXC,1494,10016.54,INR,127,0.68,1272100.58,0,0,,NORMAL,False
BLR-DEL,2025-11-23,BLR,DEL,1338,11577.78,INR,88,0.47,1018844.64,0,0,,NORMAL,False
AMD-MAA,2025-11-23,AMD,MAA,375,5552.33,INR,181,0.97,1004971.73,0,0,,NORMAL,False
JAI-BLR,2025-11-23,JAI,BLR,2694,17967.19,INR,121,0.65,2174029.99,0,0,,NORMAL,False
CCU-PAT,2025-11-23,CCU,PAT,496,5924.35,INR,124,0.67,734619.4,0,0,,NORMAL,False
BOM-GAU,2025-11-23,BOM,GAU,2334,13914.76,INR,115,0.62,1600197.4,0,0,,NORMAL,False
LKO-BLR,2025-11-23,LKO,BLR,1584,9711.52,INR,139,0.75,1349901.28,0,0,,NORMAL,False
BOM-PNQ,2025-11-23,BOM,PNQ,1213,10612.42,INR,86,0.46,912668.12,0,0,,NORMAL,False
VNS-HYD,2025-11-23,VNS,HYD,443,5694.42,INR,146,0.78,831385.32,0,0,,NORMAL,False
AMD-BOM,2025-11-23,AMD,BOM,685,6547.15,INR,89,0.48,582696.35,0,0,,NORMAL,False
VNS-DEL,2025-11-23,VNS,DEL,1507,12466.18,INR,173,0.93,2156649.14,0,0,,NORMAL,False
JAI-VNS,2025-11-23,JAI,VNS,928,8908.78,INR,180,0.97,1603580.4,0,0,,NORMAL,False
MAA-BLR,2025-11-23,MAA,BLR,1525,11398.85,INR,111,0.6,1265272.35,0,0,,NORMAL,False
PNQ-HYD,2025-11-23,PNQ,HYD,1222,10043.03,INR,92,0.49,923958.76,0,0,,NORMAL,False
SXR-IXB,2025-11-23,SXR,IXB,1534,11544.26,INR,150,0.81,1731639.0,0,0,,NORMAL,False
AMD-ATQ,2025-11-23,AMD,ATQ,1915,11297.07,INR,162,0.87,1830125.34,0,0,,NORMAL,False
