route_id,date,origin,destination,distance_km,avg_fare,currency,pax_boarded,load_factor,revenue,refunds_issued,is_govt_capped,cap_fare_limit,season_tag,avg_fare_inr,revenue_inr,refunds_issued_inr,currency_standardized,cap_applied_flag
COK-AMD,2025-12-23,COK,AMD,1954,13106.07,INR,172,0.92,2254244.04,0,0,18000.0,PEAK_WEDDING,13106.07,2254244.04,0,INR,True
COK-CCU,2025-12-23,COK,CCU,1262,8844.33,INR,109,0.59,964031.97,0,0,,PEAK_WEDDING,8844.33,964031.97,0,INR,False
JAI-HYD,2025-12-23,JAI,HYD,2499,15747.55,INR,171,0.92,2692831.05,0,0,18000.0,PEAK_WEDDING,15747.55,2692831.05,0,INR,True
HYD-ATQ,2025-12-23,HYD,ATQ,2625,17939.87,INR,121,0.65,2170724.27,0,0,18000.0,PEAK_WEDDING,17939.87,2170724.27,0,INR,True
HYD-SXR,2025-12-23,HYD,SXR,2462,18164.93,INR,116,0.62,2107131.88,0,0,18000.0,PEAK_WEDDING,18164.93,2107131.88,0,INR,True
VNS-BLR,2025-12-23,VNS,BLR,1348,10458.38,INR,149,0.8,1558298.62,0,0,,PEAK_WEDDING,10458.38,1558298.62,0,INR,False
BLR-IXB,2025-12-23,BLR,IXB,1832,11228.07,INR,114,0.61,1279999.98,0,0,18000.0,PEAK_WEDDING,11228.07,1279999.98,0,INR,True
GOI-HYD,2025-12-23,GOI,HYD,2694,19308.72,INR,183,0.98,3533495.76,0,0,18000.0,PEAK_WEDDING,19308.72,3533495.76,0,INR,True
PAT-ATQ,2025-12-23,PAT,ATQ,992,8344.52,INR,176,0.95,1468635.52,0,0,,PEAK_WEDDING,8344.52,1468635.52,0,INR,False
IXC-PNQ,2025-12-23,IXC,PNQ,965,7837.43,INR,113,0.61,885629.59,0,0,,PEAK_WEDDING,7837.43,885629.59,0,INR,False
LKO-JAI,2025-12-23,LKO,JAI,922,8725.1,INR,177,0.95,1544342.7,0,0,,PEAK_WEDDING,8725.1,1544342.7,0,INR,False
JAI-ATQ,2025-12-23,JAI,ATQ,2706,14525.81,INR,158,0.85,2295077.98,0,0,18000.0,PEAK_WEDDING,14525.81,2295077.98,0,INR,True
MAA-GOI,2025-12-23,MAA,GOI,932,8589.49,INR,103,0.55,884717.47,0,0,,PEAK_WEDDING,8589.49,884717.47,0,INR,False
AMD-HYD,2025-12-23,AMD,HYD,961,9028.55,INR,178,0.96,1607081.9,0,0,,PEAK_WEDDING,9028.55,1607081.9,0,INR,False
PAT-CCU,2025-12-23,PAT,CCU,2517,17834.91,INR,171,0.92,3049769.61,0,0,18000.0,PEAK_WEDDING,17834.91,3049769.61,0,INR,True
PAT-LKO,2025-12-23,PAT,LKO,2283,14905.22,INR,171,0.92,2548792.62,0,0,18000.0,PEAK_WEDDING,14905.22,2548792.62,0,INR,True
ATQ-LKO,2025-12-23,ATQ,LKO,1839,10974.15,INR,99,0.53,1086440.85,0,0,18000.0,PEAK_WEDDING,10974.15,1086440.85,0,INR,True
PNQ-GAU,2025-12-23,PNQ,GAU,1223,9068.36,INR,84,0.45,761742.24,0,0,,PEAK_WEDDING,9068.36,761742.24,0,INR,False
CCU-GAU,2025-12-23,CCU,GAU,1943,14081.84,INR,128,0.69,1802475.52,0,0,18000.0,PEAK_WEDDING,14081.84,1802475.52,0,INR,True
PNQ-VNS,2025-12-23,PNQ,VNS,540,5371.05,INR,167,0.9,896965.35,0,0,,PEAK_WEDDING,5371.05,896965.35,0,INR,False
IXB-BOM,2025-12-23,IXB,BOM,1119,8693.35,INR,125,0.67,1086668.75,0,0,,PEAK_WEDDING,8693.35,1086668.75,0,INR,False
GOI-GAU,2025-12-23,GOI,GAU,1028,7690.36,INR,103,0.55,792107.08,0,0,,PEAK_WEDDING,7690.36,792107.08,0,INR,False
ATQ-VNS,2025-12-23,ATQ,VNS,2600,15913.36,INR,168,0.9,2673444.48,0,0,18000.0,PEAK_WEDDING,15913.36,2673444.48,0,INR,True
BOM-PAT,2025-12-23,BOM,PAT,337,5073.78,INR,99,0.53,502304.22,0,0,,PEAK_WEDDING,5073.78,502304.22,0,INR,False
PAT-JAI,2025-12-23,PAT,JAI,648,7260.12,INR,89,0.48,646150.68,0,0,,PEAK_WEDDING,7260.12,646150.68,0,INR,False
BOM-DEL,2025-12-23,BOM,DEL,2217,16083.34,INR,107,0.58,1720917.38,0,0,18000.0,PEAK_WEDDING,16083.34,1720917.38,0,INR,True
PAT-HYD,2025-12-23,PAT,HYD,1821,11381.75,INR,160,0.86,1821080.0,0,0,18000.0,PEAK_WEDDING,11381.75,1821080.0,0,INR,True
VNS-JAI,2025-12-23,VNS,JAI,1290,9778.24,INR,181,0.97,1769861.44,0,0,,PEAK_WEDDING,9778.24,1769861.44,0,INR,False
VNS-HYD,2025-12-23,VNS,HYD,2795,18113.26,INR,137,0.74,2481516.62,0,0,18000.0,PEAK_WEDDING,18113.26,2481516.62,0,INR,True
LKO-VNS,2025-12-23,LKO,VNS,2294,17066.7,INR,91,0.49,1553069.7,0,0,18000.0,PEAK_WEDDING,17066.7,1553069.7,0,INR,True
JAI-IXB,2025-12-23,JAI,IXB,1248,10074.89,INR,80,0.43,805991.2,0,0,,PEAK_WEDDING,10074.89,805991.2,0,INR,False
HYD-DEL,2025-12-23,HYD,DEL,1178,10018.62,INR,146,0.78,1462718.52,0,0,,PEAK_WEDDING,10018.62,1462718.52,0,INR,False
IXB-DEL,2025-12-23,IXB,DEL,1471,9989.6,INR,80,0.43,799168.0,0,0,,PEAK_WEDDING,9989.6,799168.0,0,INR,False
COK-HYD,2025-12-23,COK,HYD,2533,192.44,USD,118,0.63,22707.92,0,0,18000.0,PEAK_WEDDING,15972.52,1884757.3599999999,0,INR,True
BLR-GAU,2025-12-23,BLR,GAU,1912,11994.93,INR,105,0.56,1259467.65,0,0,18000.0,PEAK_WEDDING,11994.93,1259467.65,0,INR,True
BLR-VNS,2025-12-23,BLR,VNS,1124,8468.72,INR,123,0.66,1041652.56,0,0,,PEAK_WEDDING,8468.72,1041652.56,0,INR,False
DEL-IXC,2025-12-23,DEL,IXC,1987,14341.9,INR,183,0.98,2624567.7,0,0,18000.0,PEAK_WEDDING,14341.9,2624567.7,0,INR,True
BHO-IXC,2025-12-23,BHO,IXC,1607,11100.51,INR,120,0.65,1332061.2,0,0,18000.0,PEAK_WEDDING,11100.51,1332061.2,0,INR,True
COK-PAT,2025-12-23,COK,PAT,2131,14739.82,INR,170,0.91,2505769.4,0,0,18000.0,PEAK_WEDDING,14739.82,2505769.4,0,INR,True
BLR-MAA,2025-12-23,BLR,MAA,1995,11667.6,INR,82,0.44,956743.2,0,0,18000.0,PEAK_WEDDING,11667.6,956743.2,0,INR,True
PAT-IXC,2025-12-23,PAT,IXC,1690,11338.0,INR,92,0.49,1043096.0,0,0,18000.0,PEAK_WEDDING,11338.0,1043096.0,0,INR,True
GOI-SXR,2025-12-23,GOI,SXR,1124,8785.64,INR,106,0.57,931277.84,0,0,,PEAK_WEDDING,8785.64,931277.84,0,INR,False
HYD-BLR,2025-12-23,HYD,BLR,1464,10641.76,INR,129,0.69,1372787.04,0,0,,PEAK_WEDDING,10641.76,1372787.04,0,INR,False
IXC-JAI,2025-12-23,IXC,JAI,2175,15703.03,INR,181,0.97,2842248.43,0,0,18000.0,PEAK_WEDDING,15703.03,2842248.43,0,INR,True
VNS-PAT,2025-12-23,VNS,PAT,2108,13677.68,INR,179,0.96,2448304.72,0,0,18000.0,PEAK_WEDDING,13677.68,2448304.72,0,INR,True
GAU-CCU,2025-12-23,GAU,CCU,2211,16107.09,INR,155,0.83,2496598.95,0,0,18000.0,PEAK_WEDDING,16107.09,2496598.95,0,INR,True
PAT-PNQ,2025-12-23,PAT,PNQ,2785,15701.27,INR,125,0.67,1962658.75,0,0,18000.0,PEAK_WEDDING,15701.27,1962658.75,0,INR,True
AMD-JAI,2025-12-23,AMD,JAI,1250,10007.53,INR,120,0.65,1200903.6,0,0,,PEAK_WEDDING,10007.53,1200903.6,0,INR,False
ATQ-DEL,2025-12-23,ATQ,DEL,1712,10893.78,INR,134,0.72,1459766.52,0,0,18000.0,PEAK_WEDDING,10893.78,1459766.52,0,INR,True
AMD-VNS,2025-12-23,AMD,VNS,530,5461.75,INR,113,0.61,617177.75,0,0,,PEAK_WEDDING,5461.75,617177.75,0,INR,False
DEL-CCU,2025-12-23,DEL,CCU,2683,16843.56,INR,184,0.99,3099215.04,0,0,18000.0,PEAK_WEDDING,16843.56,3099215.04,0,INR,True
PNQ-LKO,2025-12-23,PNQ,LKO,1132,10472.86,INR,119,0.64,1246270.34,0,0,,PEAK_WEDDING,10472.86,1246270.34,0,INR,False
SXR-GOI,2025-12-23,SXR,GOI,540,5331.7,INR,92,0.49,490516.4,0,0,,PEAK_WEDDING,5331.7,490516.4,0,INR,False
ATQ-BOM,2025-12-23,ATQ,BOM,1577,11682.19,INR,124,0.67,1448591.56,0,0,18000.0,PEAK_WEDDING,11682.19,1448591.56,0,INR,True
AMD-GAU,2025-12-23,AMD,GAU,1380,11863.6,INR,156,0.84,1850721.6,0,0,,PEAK_WEDDING,11863.6,1850721.6,0,INR,False
JAI-CCU,2025-12-23,JAI,CCU,1068,8208.07,INR,116,0.62,952136.12,0,0,,PEAK_WEDDING,8208.07,952136.12,0,INR,False
GAU-PNQ,2025-12-23,GAU,PNQ,2004,13857.23,INR,129,0.69,1787582.67,0,0,18000.0,PEAK_WEDDING,13857.23,1787582.67,0,INR,True
JAI-PNQ,2025-12-23,JAI,PNQ,2484,16759.49,INR,97,0.52,1625670.53,0,0,18000.0,PEAK_WEDDING,16759.49,1625670.53,0,INR,True
LKO-CCU,2025-12-23,LKO,CCU,1984,14619.31,INR,176,0.95,2572998.56,0,0,18000.0,PEAK_WEDDING,14619.31,2572998.56,0,INR,True
VNS-SXR,2025-12-23,VNS,SXR,1520,10895.24,INR,173,0.93,1884876.52,0,0,18000.0,PEAK_WEDDING,10895.24,1884876.52,0,INR,True
LKO-MAA,2025-12-23,LKO,MAA,862,7597.93,INR,109,0.59,828174.37,0,0,,PEAK_WEDDING,7597.93,828174.37,0,INR,False
GOI-MAA,2025-12-23,GOI,MAA,973,8931.0,INR,111,0.6,991341.0,0,0,,PEAK_WEDDING,8931.0,991341.0,0,INR,False
LKO-BHO,2025-12-23,LKO,BHO,1185,10674.2,INR,99,0.53,1056745.8,0,0,,PEAK_WEDDING,10674.2,1056745.8,0,INR,False
GOI-LKO,2025-12-23,GOI,LKO,861,8371.19,INR,135,0.73,1130110.65,0,0,,PEAK_WEDDING,8371.19,1130110.65,0,INR,False
IXB-HYD,2025-12-23,IXB,HYD,403,5259.69,INR,133,0.72,699538.77,0,0,,PEAK_WEDDING,5259.69,699538.77,0,INR,False
JAI-BHO,2025-12-23,JAI,BHO,1390,10633.36,INR,137,0.74,1456770.32,0,0,,PEAK_WEDDING,10633.36,1456770.32,0,INR,False
AMD-DEL,2025-12-23,AMD,DEL,2406,16723.65,INR,181,0.97,3026980.65,0,0,18000.0,PEAK_WEDDING,16723.65,3026980.65,0,INR,True
MAA-HYD,2025-12-23,MAA,HYD,1803,14140.17,INR,185,0.99,2615931.45,0,0,18000.0,PEAK_WEDDING,14140.17,2615931.45,0,INR,True
HYD-PAT,2025-12-23,HYD,PAT,1145,9774.54,INR,132,0.71,1290239.28,0,0,,PEAK_WEDDING,9774.54,1290239.28,0,INR,False
GAU-LKO,2025-12-23,GAU,LKO,2435,14431.79,INR,109,0.59,1573065.11,0,0,18000.0,PEAK_WEDDING,14431.79,1573065.11,0,INR,True
BHO-MAA,2025-12-23,BHO,MAA,2073,14863.34,INR,103,0.55,1530924.02,0,0,18000.0,PEAK_WEDDING,14863.34,1530924.02,0,INR,True
JAI-PAT,2025-12-23,JAI,PAT,630,7170.87,INR,114,0.61,817479.18,0,0,,PEAK_WEDDING,7170.87,817479.18,0,INR,False
LKO-DEL,2025-12-23,LKO,DEL,1993,14690.85,INR,145,0.78,2130173.25,0,0,18000.0,PEAK_WEDDING,14690.85,2130173.25,0,INR,True
BOM-COK,2025-12-23,BOM,COK,1025,102.68,USD,159,0.85,16326.12,0,0,,PEAK_WEDDING,8522.44,1355067.96,0,INR,False
CCU-VNS,2025-12-23,CCU,VNS,584,5858.69,INR,163,0.88,954966.47,0,0,,PEAK_WEDDING,5858.69,954966.47,0,INR,False
GAU-SXR,2025-12-23,GAU,SXR,2756,16467.28,INR,146,0.78,2404222.88,0,0,18000.0,PEAK_WEDDING,16467.28,2404222.88,0,INR,True
IXC-SXR,2025-12-23,IXC,SXR,1224,8614.95,INR,177,0.95,1524846.15,0,0,,PEAK_WEDDING,8614.95,1524846.15,0,INR,False
MAA-IXC,2025-12-23,MAA,IXC,2432,14495.51,INR,95,0.51,1377073.45,0,0,18000.0,PEAK_WEDDING,14495.51,1377073.45,0,INR,True
COK-BOM,2025-12-23,COK,BOM,557,5464.13,INR,113,0.61,617446.69,0,0,,PEAK_WEDDING,5464.13,617446.69,0,INR,False
ATQ-BLR,2025-12-23,ATQ,BLR,1614,10750.06,INR,170,0.91,1827510.2,0,0,18000.0,PEAK_WEDDING,10750.06,1827510.2,0,INR,True
GAU-BOM,2025-12-23,GAU,BOM,982,8513.95,INR,151,0.81,1285606.45,0,0,,PEAK_WEDDING,8513.95,1285606.45,0,INR,False
GOI-ATQ,2025-12-23,GOI,ATQ,2624,197.86,USD,90,0.48,17807.4,0,0,18000.0,PEAK_WEDDING,16422.38,1478014.2000000002,0,INR,True
GOI-PAT,2025-12-23,GOI,PAT,2585,17834.1,INR,80,0.43,1426728.0,0,0,18000.0,PEAK_WEDDING,17834.1,1426728.0,0,INR,True
BOM-MAA,2025-12-23,BOM,MAA,1806,12068.8,INR,148,0.8,1786182.4,0,0,18000.0,PEAK_WEDDING,12068.8,1786182.4,0,INR,True
BLR-COK,2025-12-23,BLR,COK,915,8572.77,INR,88,0.47,754403.76,0,0,,PEAK_WEDDING,8572.77,754403.76,0,INR,False
HYD-COK,2025-12-23,HYD,COK,2294,13783.26,INR,102,0.55,1405892.52,0,0,18000.0,PEAK_WEDDING,13783.26,1405892.52,0,INR,True
COK-GOI,2025-12-23,COK,GOI,2435,14998.29,INR,142,0.76,2129757.18,0,0,18000.0,PEAK_WEDDING,14998.29,2129757.18,0,INR,True
DEL-PNQ,2025-12-23,DEL,PNQ,1806,11162.31,INR,90,0.48,1004607.9,0,0,18000.0,PEAK_WEDDING,11162.31,1004607.9,0,INR,True
PAT-BLR,2025-12-23,PAT,BLR,1091,9927.96,INR,173,0.93,1717537.08,0,0,,PEAK_WEDDING,9927.96,1717537.08,0,INR,False
BLR-PNQ,2025-12-23,BLR,PNQ,2206,15698.99,INR,168,0.9,2637430.32,0,0,18000.0,PEAK_WEDDING,15698.99,2637430.32,0,INR,True
GAU-BLR,2025-12-23,GAU,BLR,2561,16443.97,INR,126,0.68,2071940.22,0,0,18000.0,PEAK_WEDDING,16443.97,2071940.22,0,INR,True
DEL-SXR,2025-12-23,DEL,SXR,2395,15297.79,INR,93,0.5,1422694.47,0,0,18000.0,PEAK_WEDDING,15297.79,1422694.47,0,INR,True
IXC-GOI,2025-12-23,IXC,GOI,826,8062.07,INR,126,0.68,1015820.82,0,0,,PEAK_WEDDING,8062.07,1015820.82,0,INR,False
ATQ-SXR,2025-12-23,ATQ,SXR,648,6124.17,INR,89,0.48,545051.13,0,0,,PEAK_WEDDING,6124.17,545051.13,0,INR,False
IXB-LKO,2025-12-23,IXB,LKO,541,73.87,USD,165,0.89,12188.55,0,0,,PEAK_WEDDING,6131.21,1011649.6499999999,0,INR,False
BHO-JAI,2025-12-23,BHO,JAI,812,8625.9,INR,97,0.52,836712.3,0,0,,PEAK_WEDDING,8625.9,836712.3,0,INR,False
ATQ-CCU,2025-12-23,ATQ,CCU,609,7139.32,INR,134,0.72,956668.88,0,0,,PEAK_WEDDING,7139.32,956668.88,0,INR,False
IXC-BLR,2025-12-23,IXC,BLR,2797,18270.63,INR,103,0.55,1881874.89,0,0,18000.0,PEAK_WEDDING,18270.63,1881874.89,0,INR,True
LKO-PNQ,2025-12-23,LKO,PNQ,2603,16273.92,INR,109,0.59,1773857.28,0,0,18000.0,PEAK_WEDDING,16273.92,1773857.28,0,INR,True
CCU-PAT,2025-12-23,CCU,PAT,527,6282.28,INR,167,0.9,1049140.76,0,0,,PEAK_WEDDING,6282.28,1049140.76,0,INR,False
IXB-GAU,2025-12-23,IXB,GAU,1650,13128.64,INR,95,0.51,1247220.8,0,0,18000.0,PEAK_WEDDING,13128.64,1247220.8,0,INR,True
COK-JAI,2025-12-23,COK,JAI,2048,12860.31,INR,150,0.81,1929046.5,0,0,18000.0,PEAK_WEDDING,12860.31,1929046.5,0,INR,True
MAA-VNS,2025-12-23,MAA,VNS,2425,15066.07,INR,113,0.61,1702465.91,0,0,18000.0,PEAK_WEDDING,15066.07,1702465.91,0,INR,True
COK-SXR,2025-12-23,COK,SXR,1050,7874.44,INR,100,0.54,787444.0,0,0,,PEAK_WEDDING,7874.44,787444.0,0,INR,False
PNQ-MAA,2025-12-23,PNQ,MAA,501,5925.76,INR,167,0.9,989601.92,0,0,,PEAK_WEDDING,5925.76,989601.92,0,INR,False
SXR-VNS,2025-12-23,SXR,VNS,899,8869.06,INR,148,0.8,1312620.88,0,0,,PEAK_WEDDING,8869.06,1312620.88,0,INR,False
BOM-IXC,2025-12-23,BOM,IXC,2764,15876.17,INR,174,0.94,2762453.58,0,0,18000.0,PEAK_WEDDING,15876.17,2762453.58,0,INR,True
IXC-DEL,2025-12-23,IXC,DEL,1849,12901.67,INR,145,0.78,1870742.15,0,0,18000.0,PEAK_WEDDING,12901.67,1870742.15,0,INR,True
JAI-MAA,2025-12-23,JAI,MAA,2672,18570.1,INR,149,0.8,2766944.9,0,0,18000.0,PEAK_WEDDING,18570.1,2766944.9,0,INR,True
IXC-GAU,2025-12-23,IXC,GAU,1660,11291.38,INR,90,0.48,1016224.2,0,0,18000.0,PEAK_WEDDING,11291.38,1016224.2,0,INR,True
CCU-PNQ,2025-12-23,CCU,PNQ,1993,11808.24,INR,161,0.87,1901126.64,0,0,18000.0,PEAK_WEDDING,11808.24,1901126.64,0,INR,True
BOM-HYD,2025-12-23,BOM,HYD,1718,13252.54,INR,158,0.85,2093901.32,0,0,18000.0,PEAK_WEDDING,13252.54,2093901.32,0,INR,True
IXB-MAA,2025-12-23,IXB,MAA,831,91.13,USD,120,0.65,10935.6,0,0,,PEAK_WEDDING,7563.79,907654.8,0,INR,False
MAA-PAT,2025-12-23,MAA,PAT,1264,8555.62,INR,103,0.55,881228.86,0,0,,PEAK_WEDDING,8555.62,881228.86,0,INR,False
BLR-CCU,2025-12-23,BLR,CCU,2687,16068.0,INR,114,0.61,1831752.0,0,0,18000.0,PEAK_WEDDING,16068.0,1831752.0,0,INR,True
IXC-LKO,2025-12-23,IXC,LKO,2389,17568.24,INR,183,0.98,3214987.92,0,0,18000.0,PEAK_WEDDING,17568.24,3214987.92,0,INR,True
DEL-GAU,2025-12-23,DEL,GAU,1850,12994.13,INR,172,0.92,2234990.36,0,0,18000.0,PEAK_WEDDING,12994.13,2234990.36,0,INR,True
IXC-IXB,2025-12-23,IXC,IXB,2623,15283.5,INR,174,0.94,2659329.0,0,0,18000.0,PEAK_WEDDING,15283.5,2659329.0,0,INR,True
PAT-GAU,2025-12-23,PAT,GAU,1151,9189.45,INR,90,0.48,827050.5,0,0,,PEAK_WEDDING,9189.45,827050.5,0,INR,False
CCU-COK,2025-12-23,CCU,COK,2647,17676.38,INR,185,0.99,3270130.3,0,0,18000.0,PEAK_WEDDING,17676.38,3270130.3,0,INR,True
BHO-VNS,2025-12-23,BHO,VNS,2368,14062.32,INR,83,0.45,1167172.56,0,0,18000.0,PEAK_WEDDING,14062.32,1167172.56,0,INR,True
JAI-IXC,2025-12-23,JAI,IXC,2349,14523.68,INR,119,0.64,1728317.92,0,0,18000.0,PEAK_WEDDING,14523.68,1728317.92,0,INR,True
AMD-BLR,2025-12-23,AMD,BLR,1963,12471.92,INR,110,0.59,1371911.2,0,0,18000.0,PEAK_WEDDING,12471.92,1371911.2,0,INR,True
PNQ-IXB,2025-12-23,PNQ,IXB,866,7890.92,INR,152,0.82,1199419.84,0,0,,PEAK_WEDDING,7890.92,1199419.84,0,INR,False
BHO-PAT,2025-12-23,BHO,PAT,1993,12785.62,INR,167,0.9,2135198.54,0,0,18000.0,PEAK_WEDDING,12785.62,2135198.54,0,INR,True
BOM-AMD,2025-12-23,BOM,AMD,2609,17093.51,INR,116,0.62,1982847.16,0,0,18000.0,PEAK_WEDDING,17093.51,1982847.16,0,INR,True
DEL-BOM,2025-12-23,DEL,BOM,2166,13870.05,INR,116,0.62,1608925.8,0,0,18000.0,PEAK_WEDDING,13870.05,1608925.8,0,INR,True
AMD-PAT,2025-12-23,AMD,PAT,2062,13655.2,INR,165,0.89,2253108.0,0,0,18000.0,PEAK_WEDDING,13655.2,2253108.0,0,INR,True
DEL-GOI,2025-12-23,DEL,GOI,481,6061.41,INR,136,0.73,824351.76,0,0,,PEAK_WEDDING,6061.41,824351.76,0,INR,False
COK-DEL,2025-12-23,COK,DEL,1147,9368.1,INR,123,0.66,1152276.3,0,0,,PEAK_WEDDING,9368.1,1152276.3,0,INR,False
CCU-IXB,2025-12-23,CCU,IXB,773,6712.89,INR,122,0.66,818972.58,0,0,,PEAK_WEDDING,6712.89,818972.58,0,INR,False
PNQ-CCU,2025-12-23,PNQ,CCU,1445,10972.49,INR,179,0.96,1964075.71,0,0,,PEAK_WEDDING,10972.49,1964075.71,0,INR,False
AMD-BOM,2025-12-23,AMD,BOM,949,8105.36,INR,95,0.51,770009.2,0,0,,PEAK_WEDDING,8105.36,770009.2,0,INR,False
MAA-JAI,2025-12-23,MAA,JAI,608,7054.77,INR,90,0.48,634929.3,0,0,,PEAK_WEDDING,7054.77,634929.3,0,INR,False
MAA-CCU,2025-12-23,MAA,CCU,308,4662.45,INR,98,0.53,456920.1,0,0,,PEAK_WEDDING,4662.45,456920.1,0,INR,False
VNS-COK,2025-12-23,VNS,COK,2166,16097.65,INR,81,0.44,1303909.65,0,0,18000.0,PEAK_WEDDING,16097.65,1303909.65,0,INR,True
IXC-AMD,2025-12-23,IXC,AMD,2272,176.9,USD,164,0.88,29011.6,0,0,18000.0,PEAK_WEDDING,14682.7,2407962.8,0,INR,True
SXR-BLR,2025-12-23,SXR,BLR,2085,14203.45,INR,149,0.8,2116314.05,0,0,18000.0,PEAK_WEDDING,14203.45,2116314.05,0,INR,True
DEL-BLR,2025-12-23,DEL,BLR,2563,18473.99,INR,127,0.68,2346196.73,0,0,18000.0,PEAK_WEDDING,18473.99,2346196.73,0,INR,True
BHO-BLR,2025-12-23,BHO,BLR,617,6497.95,INR,92,0.49,597811.4,0,0,,PEAK_WEDDING,6497.95,597811.4,0,INR,False
PNQ-GOI,2025-12-23,PNQ,GOI,1365,11522.21,INR,92,0.49,1060043.32,0,0,,PEAK_WEDDING,11522.21,1060043.32,0,INR,False
GOI-BLR,2025-12-23,GOI,BLR,2188,13319.39,INR,114,0.61,1518410.46,0,0,18000.0,PEAK_WEDDING,13319.39,1518410.46,0,INR,True
ATQ-JAI,2025-12-23,ATQ,JAI,1147,8016.56,INR,177,0.95,1418931.12,0,0,,PEAK_WEDDING,8016.56,1418931.12,0,INR,False
BLR-JAI,2025-12-23,BLR,JAI,2696,14809.68,INR,120,0.65,1777161.6,0,0,18000.0,PEAK_WEDDING,14809.68,1777161.6,0,INR,True
PNQ-PAT,2025-12-23,PNQ,PAT,2382,15678.22,INR,147,0.79,2304698.34,0,0,18000.0,PEAK_WEDDING,15678.22,2304698.34,0,INR,True
DEL-COK,2025-12-23,DEL,COK,1327,10596.18,INR,186,1.0,1970889.48,0,0,,PEAK_WEDDING,10596.18,1970889.48,0,INR,False
BHO-AMD,2025-12-23,BHO,AMD,2489,17768.99,INR,174,0.94,3091804.26,0,0,18000.0,PEAK_WEDDING,17768.99,3091804.26,0,INR,True
BLR-DEL,2025-12-23,BLR,DEL,1084,8110.2,INR,87,0.47,705587.4,0,0,,PEAK_WEDDING,8110.2,705587.4,0,INR,False
SXR-ATQ,2025-12-23,SXR,ATQ,548,6055.08,INR,186,1.0,1126244.88,0,0,,PEAK_WEDDING,6055.08,1126244.88,0,INR,False
PAT-VNS,2025-12-23,PAT,VNS,1511,12540.94,INR,130,0.7,1630322.2,0,0,18000.0,PEAK_WEDDING,12540.94,1630322.2,0,INR,True
COK-ATQ,2025-12-23,COK,ATQ,2376,15486.93,INR,174,0.94,2694725.82,0,0,18000.0,PEAK_WEDDING,15486.93,2694725.82,0,INR,True
AMD-ATQ,2025-12-23,AMD,ATQ,1187,112.32,USD,123,0.66,13815.36,0,0,,PEAK_WEDDING,9322.56,1146674.8800000001,0,INR,False
HYD-CCU,2025-12-23,HYD,CCU,2349,13851.75,INR,141,0.76,1953096.75,0,0,18000.0,PEAK_WEDDING,13851.75,1953096.75,0,INR,True
SXR-BOM,2025-12-23,SXR,BOM,752,7924.55,INR,81,0.44,641888.55,0,0,,PEAK_WEDDING,7924.55,641888.55,0,INR,False
SXR-LKO,2025-12-23,SXR,LKO,1907,155.18,USD,128,0.69,19863.04,0,0,18000.0,PEAK_WEDDING,12879.94,1648632.32,0,INR,True
VNS-BHO,2025-12-23,VNS,BHO,2417,14452.15,INR,137,0.74,1979944.55,0,0,18000.0,PEAK_WEDDING,14452.15,1979944.55,0,INR,True
GOI-IXB,2025-12-23,GOI,IXB,1633,11959.01,INR,139,0.75,1662302.39,0,0,18000.0,PEAK_WEDDING,11959.01,1662302.39,0,INR,True
ATQ-BHO,2025-12-23,ATQ,BHO,2352,17075.42,INR,103,0.55,1758768.26,0,0,18000.0,PEAK_WEDDING,17075.42,1758768.26,0,INR,True
JAI-BOM,2025-12-23,JAI,BOM,2436,15283.32,INR,87,0.47,1329648.84,0,0,18000.0,PEAK_WEDDING,15283.32,1329648.84,0,INR,True
PNQ-ATQ,2025-12-23,PNQ,ATQ,912,8128.17,INR,102,0.55,829073.34,0,0,,PEAK_WEDDING,8128.17,829073.34,0,INR,False
VNS-LKO,2025-12-23,VNS,LKO,2150,12336.58,INR,131,0.7,1616091.98,0,0,18000.0,PEAK_WEDDING,12336.58,1616091.98,0,INR,True
IXB-BLR,2025-12-23,IXB,BLR,2345,13838.33,INR,169,0.91,2338677.77,0,0,18000.0,PEAK_WEDDING,13838.33,2338677.77,0,INR,True
GAU-COK,2025-12-24,GAU,COK,2144,169.29,USD,184,0.99,31149.36,0,0,18000.0,PEAK_WEDDING,14051.07,2585396.88,0,INR,True
JAI-BOM,2025-12-24,JAI,BOM,884,8845.28,INR,166,0.89,1468316.48,0,0,,PEAK_WEDDING,8845.28,1468316.48,0,INR,False
VNS-IXB,2025-12-24,VNS,IXB,1780,147.62,USD,85,0.46,12547.7,0,0,18000.0,PEAK_WEDDING,12252.460000000001,1041459.1000000001,0,INR,True
GOI-VNS,2025-12-24,GOI,VNS,796,8204.32,INR,164,0.88,1345508.48,0,0,,PEAK_WEDDING,8204.32,1345508.48,0,INR,False
BHO-PNQ,2025-12-24,BHO,PNQ,1626,10510.73,INR,123,0.66,1292819.79,0,0,18000.0,PEAK_WEDDING,10510.73,1292819.79,0,INR,True
SXR-PAT,2025-12-24,SXR,PAT,546,6128.3,INR,94,0.51,576060.2,0,0,,PEAK_WEDDING,6128.3,576060.2,0,INR,False
MAA-PNQ,2025-12-24,MAA,PNQ,881,7226.02,INR,80,0.43,578081.6,0,0,,PEAK_WEDDING,7226.02,578081.6,0,INR,False
