staff_code,week_number,year,fdtl_phase,night_landings,night_landing_limit,actual_rest_hrs,required_rest_hrs,compliant,reported_by,verified
SC13515,48,2025,Phase_II,3,2,46.8,48,NO,Manual Entry,
SC13515,49,2025,Phase_II,5,2,50.8,48,NO,Ops Control,True
SC13515,50,2025,Phase_II,7,2,43.1,48,NO,HR System,
SC13516,44,2025,Phase_I,2,6,32.0,36,NO,Manual Entry,False
SC13516,45,2025,Phase_II,4,2,50.3,48,NO,Manual Entry,True
SC13516,46,2025,Phase_II,1,2,62.7,48,YES,HR System,
SC13516,47,2025,Phase_II,8,2,36.1,48,NO,Ops Control,True
SC13516,48,2025,Phase_II,5,2,48.4,48,NO,Ops Control,True
SC13516,49,2025,Phase_II,1,2,62.5,48,YES,Manual Entry,False
SC13516,50,2025,Phase_II,7,2,36.3,48,NO,Ops Control,
SC13517,44,2025,Phase_I,8,6,50.0,36,NO,Manual Entry,False
SC13517,45,2025,Phase_II,1,2,67.4,48,YES,Ops Control,False
SC13517,46,2025,Phase_II,0,2,38.4,48,NO,Manual Entry,True
SC13517,47,2025,Phase_II,1,2,35.1,48,NO,Manual Entry,True
SC13517,48,2025,Phase_II,3,2,57.6,48,NO,HR System,True
SC13517,49,2025,Phase_II,0,2,58.7,48,YES,HR System,True
SC13517,50,2025,Phase_II,8,2,61.6,48,NO,Ops Control,
SC13518,44,2025,Phase_I,7,6,69.9,36,NO,Ops Control,False
SC13518,45,2025,Phase_II,5,2,50.8,48,NO,Ops Control,False
SC13518,46,2025,Phase_II,2,2,63.8,48,YES,HR System,True
SC13518,47,2025,Phase_II,4,2,56.0,48,NO,HR System,
SC13518,48,2025,Phase_II,8,2,55.6,48,NO,Ops Control,False
SC13518,49,2025,Phase_II,2,2,35.7,48,NO,Ops Control,True
SC13518,50,2025,Phase_II,4,2,44.6,48,NO,HR System,False
SC13519,44,2025,Phase_I,1,6,69.8,36,YES,HR System,False
SC13519,45,2025,Phase_II,5,2,59.5,48,NO,Ops Control,True
SC13519,46,2025,Phase_II,8,2,36.9,48,NO,Manual Entry,
SC13519,47,2025,Phase_II,6,2,60.4,48,NO,HR System,True
SC13519,48,2025,Phase_II,6,2,61.1,48,NO,HR System,
SC13519,49,2025,Phase_II,3,2,53.7,48,NO,HR System,True
SC13519,50,2025,Phase_II,1,2,59.4,48,YES,Manual Entry,True
SC13520,44,2025,Phase_I,0,6,44.1,36,YES,Manual Entry,True
SC13520,45,2025,Phase_II,6,2,61.8,48,NO,Manual Entry,False
SC13520,46,2025,Phase_II,5,2,43.7,48,NO,Ops Control,
SC13520,47,2025,Phase_II,7,2,31.8,48,NO,HR System,False
SC13520,48,2025,Phase_II,7,2,52.9,48,NO,Ops Control,True
SC13520,49,2025,Phase_II,0,2,54.3,48,YES,Ops Control,
SC13520,50,2025,Phase_II,4,2,59.6,48,NO,Ops Control,False
SC13521,44,2025,Phase_I,3,6,56.7,36,YES,HR System,
SC13521,45,2025,Phase_II,5,2,68.3,48,NO,Ops Control,True
SC13521,46,2025,Phase_II,0,2,47.1,48,NO,Manual Entry,True
SC13521,47,2025,Phase_II,3,2,45.1,48,NO,Manual Entry,True
SC13521,48,2025,Phase_II,3,2,33.0,48,NO,HR System,True
SC13521,49,2025,Phase_II,4,2,64.3,48,YES,Ops Control,True
SC13521,50,2025,Phase_II,5,2,63.4,48,NO,Ops Control,True
SC13522,44,2025,Phase_I,6,6,32.3,36,NO,Ops Control,True
SC13522,45,2025,Phase_II,0,2,49.8,48,YES,Ops Control,False
SC13522,46,2025,Phase_II,8,2,56.9,48,NO,Manual Entry,True
SC13522,47,2025,Phase_II,3,2,36.9,48,NO,HR System,False
SC13522,48,2025,Phase_II,5,2,56.8,48,NO,Ops Control,False
SC13522,49,2025,Phase_II,4,2,39.7,48,NO,HR System,
SC13522,50,2025,Phase_II,2,2,69.4,48,YES,HR System,True
SC13523,44,2025,Phase_I,6,6,34.0,36,NO,Ops Control,False
SC13523,45,2025,Phase_II,5,2,34.8,48,NO,Manual Entry,
SC13523,46,2025,Phase_II,3,2,33.2,48,NO,Manual Entry,False
SC13523,47,2025,Phase_II,5,2,69.8,48,NO,HR System,True
SC13523,48,2025,Phase_II,4,2,31.9,48,NO,HR System,True
SC13523,49,2025,Phase_II,2,2,62.7,48,YES,Ops Control,False
SC13523,50,2025,Phase_II,0,2,31.9,48,NO,Ops Control,
SC13524,44,2025,Phase_I,6,6,59.9,36,YES,Manual Entry,True
SC13524,45,2025,Phase_II,4,2,62.9,48,NO,Manual Entry,False
SC13524,46,2025,Phase_II,0,2,53.3,48,YES,Manual Entry,False
SC13524,47,2025,Phase_II,6,2,71.7,48,NO,Manual Entry,False
SC13524,48,2025,Phase_II,3,2,67.1,48,NO,Manual Entry,
SC13524,49,2025,Phase_II,1,2,46.1,48,NO,HR System,False
SC13524,50,2025,Phase_II,4,2,66.1,48,NO,Ops Control,
SC13525,44,2025,Phase_I,5,6,35.3,36,NO,HR System,True
SC13525,45,2025,Phase_II,0,2,71.7,48,YES,Ops Control,
SC13525,46,2025,Phase_II,7,2,44.1,48,NO,HR System,
SC13525,47,2025,Phase_II,3,2,60.9,48,NO,HR System,
SC13525,48,2025,Phase_II,8,2,65.2,48,NO,HR System,
SC13525,49,2025,Phase_II,7,2,65.1,48,NO,Ops Control,False
SC13525,50,2025,Phase_II,6,2,46.4,48,NO,Manual Entry,
SC13526,44,2025,Phase_I,4,6,63.1,36,YES,HR System,False
SC13526,45,2025,Phase_II,1,2,39.8,48,NO,Manual Entry,False
SC13526,46,2025,Phase_II,6,2,56.7,48,NO,Manual Entry,False
SC13526,47,2025,Phase_II,7,2,33.2,48,NO,Manual Entry,False
SC13526,48,2025,Phase_II,6,2,64.0,48,NO,Ops Control,
SC13526,49,2025,Phase_II,1,2,33.0,48,NO,Ops Control,True
SC13526,50,2025,Phase_II,1,2,39.5,48,NO,Ops Control,True
SC13527,44,2025,Phase_I,7,6,55.1,36,YES,HR System,False
SC13527,45,2025,Phase_II,5,2,31.4,48,NO,HR System,
SC13527,46,2025,Phase_II,8,2,54.9,48,NO,HR System,
SC13527,47,2025,Phase_II,7,2,48.8,48,NO,Ops Control,True
SC13527,48,2025,Phase_II,6,2,69.6,48,NO,Manual Entry,
SC13527,49,2025,Phase_II,8,2,46.7,48,NO,Manual Entry,
SC13527,50,2025,Phase_II,1,2,29.1,48,NO,HR System,
SC13528,44,2025,Phase_I,8,6,34.2,36,NO,HR System,True
SC13528,45,2025,Phase_II,2,2,35.2,48,NO,Ops Control,False
SC13528,46,2025,Phase_II,8,2,57.3,48,NO,Ops Control,False
SC13528,47,2025,Phase_II,4,2,66.1,48,NO,HR System,
SC13528,48,2025,Phase_II,4,2,28.4,48,NO,HR System,
SC13528,49,2025,Phase_II,5,2,57.2,48,NO,HR System,False
SC13528,50,2025,Phase_II,7,2,43.8,48,NO,Manual Entry,
SC13529,44,2025,Phase_I,3,6,64.4,36,YES,Manual Entry,
SC13529,45,2025,Phase_II,7,2,36.4,48,NO,HR System,
SC13529,46,2025,Phase_II,1,2,67.6,48,YES,Ops Control,
SC13529,47,2025,Phase_II,5,2,38.9,48,NO,HR System,
SC13529,48,2025,Phase_II,3,2,63.3,48,NO,Manual Entry,True
SC13529,49,2025,Phase_II,4,2,64.3,48,NO,Ops Control,False
SC13529,50,2025,Phase_II,4,2,52.7,48,NO,Ops Control,True
SC13530,44,2025,Phase_I,1,6,39.0,36,YES,HR System,True
SC13530,45,2025,Phase_II,8,2,42.8,48,NO,Ops Control,True
SC13530,46,2025,Phase_II,8,2,65.7,48,NO,HR System,False
SC13530,47,2025,Phase_II,6,2,64.2,48,NO,HR System,
SC13530,48,2025,Phase_II,2,2,47.9,48,NO,HR System,False
SC13530,49,2025,Phase_II,5,2,67.2,48,NO,Ops Control,False
SC13530,50,2025,Phase_II,2,2,34.6,48,NO,Ops Control,
SC13531,44,2025,Phase_I,0,6,35.1,36,NO,HR System,
SC13531,45,2025,Phase_II,3,2,43.4,48,NO,HR System,False
SC13531,46,2025,Phase_II,2,2,58.7,48,YES,Manual Entry,
SC13531,47,2025,Phase_II,7,2,54.1,48,NO,Ops Control,False
SC13531,48,2025,Phase_II,4,2,55.9,48,NO,HR System,
SC13531,49,2025,Phase_II,7,2,57.6,48,NO,Manual Entry,
SC13531,50,2025,Phase_II,4,2,55.2,48,NO,Ops Control,
SC13532,44,2025,Phase_I,5,6,39.4,36,YES,Manual Entry,
SC13532,45,2025,Phase_II,6,2,28.5,48,NO,Ops Control,False
SC13532,46,2025,Phase_II,2,2,34.1,48,NO,Manual Entry,True
SC13532,47,2025,Phase_II,7,2,49.7,48,NO,Ops Control,True
SC13532,48,2025,Phase_II,4,2,70.4,48,NO,Manual Entry,True
SC13532,49,2025,Phase_II,5,2,33.7,48,NO,HR System,
SC13532,50,2025,Phase_II,3,2,64.0,48,NO,Manual Entry,True
SC13533,44,2025,Phase_I,7,6,48.1,36,NO,Manual Entry,
SC13533,45,2025,Phase_II,1,2,65.3,48,YES,HR System,False
SC13533,46,2025,Phase_II,5,2,38.8,48,NO,HR System,False
SC13533,47,2025,Phase_II,0,2,72.0,48,YES,Manual Entry,True
SC13533,48,2025,Phase_II,4,2,51.9,48,NO,HR System,
SC13533,49,2025,Phase_II,2,2,30.6,48,NO,Ops Control,True
SC13533,50,2025,Phase_II,3,2,50.6,48,NO,Ops Control,True
SC13534,44,2025,Phase_I,5,6,69.5,36,YES,Manual Entry,True
SC13534,45,2025,Phase_II,7,2,58.0,48,NO,Manual Entry,True
SC13534,46,2025,Phase_II,2,2,43.1,48,NO,Manual Entry,False
SC13534,47,2025,Phase_II,4,2,30.3,48,NO,HR System,True
SC13534,48,2025,Phase_II,5,2,45.2,48,NO,Ops Control,
SC13534,49,2025,Phase_II,0,2,47.9,48,NO,HR System,
SC13534,50,2025,Phase_II,7,2,41.4,48,NO,Ops Control,
SC13535,44,2025,Phase_I,5,6,29.6,36,NO,Ops Control,True
SC13535,45,2025,Phase_II,4,2,41.0,48,NO,HR System,False
SC13535,46,2025,Phase_II,0,2,61.7,48,YES,Manual Entry,
SC13535,47,2025,Phase_II,2,2,55.8,48,YES,Ops Control,
SC13535,48,2025,Phase_II,4,2,45.7,48,NO,Ops Control,
SC13535,49,2025,Phase_II,5,2,36.6,48,NO,Manual Entry,False
SC13535,50,2025,Phase_II,0,2,71.2,48,YES,Manual Entry,False
SC13536,44,2025,Phase_I,6,6,59.8,36,YES,Ops Control,True
SC13536,45,2025,Phase_II,6,2,41.4,48,NO,Manual Entry,False
SC13536,46,2025,Phase_II,0,2,60.3,48,YES,Manual Entry,
SC13536,47,2025,Phase_II,2,2,70.7,48,YES,Manual Entry,False
SC13536,48,2025,Phase_II,0,2,59.3,48,YES,HR System,
SC13536,49,2025,Phase_II,0,2,47.7,48,YES,Manual Entry,False
SC13536,50,2025,Phase_II,4,2,66.9,48,NO,HR System,False
SC13537,44,2025,Phase_I,0,6,54.2,36,YES,Manual Entry,True
SC13537,45,2025,Phase_II,0,2,55.5,48,YES,Ops Control,False
SC13537,46,2025,Phase_II,6,2,62.9,48,NO,Manual Entry,
SC13537,47,2025,Phase_II,3,2,38.8,48,NO,HR System,True
SC13537,48,2025,Phase_II,2,2,49.5,48,YES,Ops Control,False
SC13537,49,2025,Phase_II,3,2,53.7,48,NO,Ops Control,True
SC13537,50,2025,Phase_II,7,2,57.2,48,NO,HR System,True
SC13538,44,2025,Phase_I,2,6,51.8,36,YES,HR System,True
SC13538,45,2025,Phase_II,0,2,68.9,48,YES,Manual Entry,False
SC13538,46,2025,Phase_II,6,2,45.6,48,NO,Ops Control,True
SC13538,47,2025,Phase_II,8,2,58.3,48,NO,Ops Control,True
SC13538,48,2025,Phase_II,7,2,62.7,48,NO,HR System,True
SC13538,49,2025,Phase_II,2,2,37.0,48,NO,Manual Entry,
SC13538,50,2025,Phase_II,1,2,31.7,48,NO,Manual Entry,False
SC13539,44,2025,Phase_I,0,6,39.4,36,YES,HR System,
SC13539,45,2025,Phase_II,6,2,65.5,48,NO,Manual Entry,
SC13539,46,2025,Phase_II,2,2,54.2,48,YES,HR System,
SC13539,47,2025,Phase_II,7,2,48.1,48,NO,HR System,True
SC13539,48,2025,Phase_II,1,2,63.5,48,YES,Ops Control,
SC13539,49,2025,Phase_II,0,2,45.5,48,NO,Ops Control,True
SC13539,50,2025,Phase_II,3,2,70.8,48,NO,HR System,False
SC13540,44,2025,Phase_I,7,6,49.7,36,NO,Ops Control,True
SC13540,45,2025,Phase_II,3,2,48.2,48,NO,Manual Entry,
SC13540,46,2025,Phase_II,7,2,53.6,48,NO,HR System,
SC13540,47,2025,Phase_II,3,2,30.4,48,NO,HR System,False
SC13540,48,2025,Phase_II,7,2,53.2,48,NO,Manual Entry,
SC13540,49,2025,Phase_II,2,2,50.4,48,YES,Ops Control,
SC13540,50,2025,Phase_II,0,2,67.6,48,YES,HR System,False
SC13541,44,2025,Phase_I,4,6,61.5,36,YES,Manual Entry,
SC13541,45,2025,Phase_II,6,2,64.6,48,NO,HR System,
SC13541,46,2025,Phase_II,8,2,64.3,48,NO,HR System,
SC13541,47,2025,Phase_II,8,2,70.8,48,YES,Manual Entry,
SC13541,48,2025,Phase_II,0,2,61.0,48,YES,HR System,
SC13541,49,2025,Phase_II,1,2,55.9,48,YES,Manual Entry,True
SC13541,50,2025,Phase_II,3,2,54.1,48,NO,Manual Entry,
SC13542,44,2025,Phase_I,5,6,49.8,36,YES,Ops Control,
SC13542,45,2025,Phase_II,2,2,62.6,48,YES,Ops Control,
SC13542,46,2025,Phase_II,8,2,50.5,48,NO,HR System,False
SC13542,47,2025,Phase_II,7,2,45.3,48,NO,Ops Control,True
SC13542,48,2025,Phase_II,8,2,36.3,48,NO,Ops Control,
SC13542,49,2025,Phase_II,8,2,60.3,48,NO,HR System,True
SC13542,50,2025,Phase_II,7,2,53.9,48,NO,HR System,
SC13543,44,2025,Phase_I,3,6,70.1,36,YES,Ops Control,
SC13543,45,2025,Phase_II,2,2,39.6,48,NO,Manual Entry,True
SC13543,46,2025,Phase_II,3,2,41.4,48,NO,HR System,False
SC13543,47,2025,Phase_II,3,2,30.0,48,NO,HR System,
SC13543,48,2025,Phase_II,7,2,40.4,48,NO,HR System,False
SC13543,49,2025,Phase_II,0,2,40.9,48,NO,Ops Control,
SC13543,50,2025,Phase_II,1,2,49.3,48,YES,Ops Control,
SC13544,44,2025,Phase_I,0,6,38.1,36,YES,HR System,
SC13544,45,2025,Phase_II,3,2,54.4,48,NO,Manual Entry,
SC13544,46,2025,Phase_II,5,2,44.1,48,NO,HR System,True
SC13544,47,2025,Phase_II,6,2,63.8,48,NO,Manual Entry,True
SC13544,48,2025,Phase_II,3,2,35.4,48,NO,HR System,True
SC13544,49,2025,Phase_II,6,2,41.2,48,NO,Manual Entry,
SC13544,50,2025,Phase_II,8,2,63.9,48,NO,HR System,False
SC13545,44,2025,Phase_I,2,6,29.4,36,NO,HR System,True
SC13545,45,2025,Phase_II,5,2,69.1,48,NO,Ops Control,False
SC13545,46,2025,Phase_II,4,2,45.4,48,NO,Manual Entry,True
SC13545,47,2025,Phase_II,6,2,51.5,48,NO,Ops Control,False
SC13545,48,2025,Phase_II,0,2,67.2,48,YES,Manual Entry,
SC13545,49,2025,Phase_II,5,2,52.5,48,NO,Ops Control,False
SC13545,50,2025,Phase_II,8,2,34.8,48,NO,Ops Control,
SC13546,44,2025,Phase_I,6,6,38.8,36,YES,Ops Control,False
SC13546,45,2025,Phase_II,0,2,64.9,48,YES,Ops Control,True
SC13546,46,2025,Phase_II,4,2,71.8,48,NO,Ops Control,False
SC13546,47,2025,Phase_II,5,2,53.0,48,NO,HR System,True
SC13546,48,2025,Phase_II,8,2,43.8,48,NO,Ops Control,False
SC13546,49,2025,Phase_II,8,2,55.0,48,NO,Ops Control,False
SC13546,50,2025,Phase_II,5,2,47.3,48,YES,Ops Control,True
SC13547,44,2025,Phase_I,1,6,47.9,36,YES,Ops Control,
SC13547,45,2025,Phase_II,3,2,62.4,48,NO,Ops Control,True
SC13547,46,2025,Phase_II,6,2,45.4,48,NO,HR System,True
SC13547,47,2025,Phase_II,5,2,49.6,48,NO,HR System,True
SC13547,48,2025,Phase_II,3,2,44.8,48,NO,Ops Control,
SC13547,49,2025,Phase_II,2,2,49.8,48,YES,HR System,
SC13547,50,2025,Phase_II,3,2,55.4,48,NO,HR System,True
SC13548,44,2025,Phase_I,6,6,66.1,36,YES,Manual Entry,True
SC13548,45,2025,Phase_II,1,2,34.3,48,NO,Ops Control,True
SC13548,46,2025,Phase_II,5,2,29.0,48,NO,HR System,
SC13548,47,2025,Phase_II,5,2,46.6,48,NO,Manual Entry,False
SC13548,48,2025,Phase_II,7,2,64.1,48,NO,Ops Control,False
SC13548,49,2025,Phase_II,3,2,44.2,48,NO,Manual Entry,
SC13548,50,2025,Phase_II,4,2,39.9,48,NO,HR System,True
SC13549,44,2025,Phase_I,7,6,33.5,36,NO,Ops Control,
SC13549,45,2025,Phase_II,7,2,58.6,48,NO,Manual Entry,
SC13549,46,2025,Phase_II,3,2,35.9,48,YES,Manual Entry,False
SC13549,47,2025,Phase_II,4,2,61.1,48,NO,HR System,
SC13549,48,2025,Phase_II,8,2,54.7,48,NO,Manual Entry,False
SC13549,49,2025,Phase_II,4,2,36.2,48,NO,Manual Entry,True
SC13549,50,2025,Phase_II,0,2,45.4,48,NO,Manual Entry,False
SC13550,44,2025,Phase_I,7,6,49.7,36,NO,Manual Entry,
SC13550,45,2025,Phase_II,5,2,72.0,48,YES,HR System,True
SC13550,46,2025,Phase_II,3,2,38.2,48,NO,Ops Control,False
SC13550,47,2025,Phase_II,8,2,58.6,48,NO,Ops Control,False
SC13550,48,2025,Phase_II,1,2,63.2,48,YES,Ops Control,True
SC13550,49,2025,Phase_II,5,2,60.2,48,NO,Ops Control,False
SC13550,50,2025,Phase_II,6,2,49.3,48,NO,Manual Entry,True
SC13551,44,2025,Phase_I,1,6,54.6,36,YES,HR System,True
SC13551,45,2025,Phase_II,6,2,28.9,48,NO,Ops Control,
SC13551,46,2025,Phase_II,8,2,60.7,48,NO,Manual Entry,
SC13551,47,2025,Phase_II,1,2,53.1,48,YES,Ops Control,
SC13551,48,2025,Phase_II,5,2,28.9,48,YES,Manual Entry,
SC13551,49,2025,Phase_II,4,2,39.2,48,NO,Manual Entry,False
SC13551,50,2025,Phase_II,5,2,68.7,48,NO,Manual Entry,
SC13552,44,2025,Phase_I,4,6,67.4,36,YES,Ops Control,False
SC13552,45,2025,Phase_II,5,2,61.4,48,NO,Ops Control,False
SC13552,46,2025,Phase_II,7,2,49.3,48,NO,HR System,False
SC13552,47,2025,Phase_II,7,2,37.7,48,NO,Ops Control,
SC13552,48,2025,Phase_II,1,2,55.6,48,YES,Ops Control,True
SC13552,49,2025,Phase_II,8,2,68.9,48,NO,HR System,False
SC13552,50,2025,Phase_II,5,2,29.9,48,NO,HR System,False
SC13553,44,2025,Phase_I,8,6,69.4,36,NO,Ops Control,
SC13553,45,2025,Phase_II,8,2,29.6,48,NO,HR System,
SC13553,46,2025,Phase_II,8,2,36.5,48,NO,Manual Entry,False
SC13553,47,2025,Phase_II,6,2,69.5,48,NO,Manual Entry,
SC13553,48,2025,Phase_II,7,2,36.7,48,NO,Manual Entry,
SC13553,49,2025,Phase_II,6,2,69.6,48,YES,Manual Entry,
SC13553,50,2025,Phase_II,4,2,38.5,48,NO,Ops Control,False
SC13554,44,2025,Phase_I,8,6,62.3,36,NO,Ops Control,True
SC13554,45,2025,Phase_II,0,2,48.0,48,YES,HR System,
SC13554,46,2025,Phase_II,5,2,35.4,48,NO,Manual Entry,False
SC13554,47,2025,Phase_II,1,2,38.4,48,NO,HR System,True
SC13554,48,2025,Phase_II,7,2,29.0,48,NO,HR System,False
SC13554,49,2025,Phase_II,8,2,53.7,48,NO,Manual Entry,
SC13554,50,2025,Phase_II,5,2,55.9,48,NO,Ops Control,False
SC13555,44,2025,Phase_I,2,6,66.4,36,YES,HR System,
SC13555,45,2025,Phase_II,4,2,71.8,48,NO,Manual Entry,False
SC13555,46,2025,Phase_II,0,2,63.9,48,YES,Ops Control,False
SC13555,47,2025,Phase_II,4,2,59.9,48,NO,HR System,
SC13555,48,2025,Phase_II,3,2,33.1,48,YES,HR System,False
SC13555,49,2025,Phase_II,0,2,60.3,48,YES,Ops Control,False
SC13555,50,2025,Phase_II,6,2,70.4,48,NO,Ops Control,True
SC13556,44,2025,Phase_I,3,6,70.7,36,YES,Manual Entry,False
SC13556,45,2025,Phase_II,4,2,54.4,48,NO,HR System,True
SC13556,46,2025,Phase_II,4,2,42.3,48,NO,HR System,False
SC13556,47,2025,Phase_II,7,2,37.0,48,NO,Ops Control,
SC13556,48,2025,Phase_II,6,2,42.3,48,NO,Ops Control,
SC13556,49,2025,Phase_II,6,2,29.8,48,NO,HR System,
SC13556,50,2025,Phase_II,7,2,53.1,48,NO,Ops Control,
SC13557,44,2025,Phase_I,4,6,30.3,36,NO,HR System,False
SC13557,45,2025,Phase_II,7,2,66.0,48,NO,Manual Entry,
SC13557,46,2025,Phase_II,6,2,35.6,48,NO,Manual Entry,
SC13557,47,2025,Phase_II,8,2,61.0,48,NO,Ops Control,True
SC13557,48,2025,Phase_II,7,2,71.2,48,NO,HR System,
SC13557,49,2025,Phase_II,8,2,62.0,48,NO,HR System,False
SC13557,50,2025,Phase_II,5,2,43.3,48,NO,Ops Control,False
SC13558,44,2025,Phase_I,7,6,67.1,36,NO,Ops Control,False
SC13558,45,2025,Phase_II,0,2,41.5,48,NO,Ops Control,True
SC13558,46,2025,Phase_II,7,2,62.0,48,NO,Manual Entry,
SC13558,47,2025,Phase_II,1,2,48.2,48,YES,HR System,True
SC13558,48,2025,Phase_II,7,2,34.6,48,NO,Manual Entry,True
SC13558,49,2025,Phase_II,1,2,36.8,48,NO,HR System,True
SC13558,50,2025,Phase_II,2,2,32.8,48,NO,HR System,False
SC13559,44,2025,Phase_I,1,6,54.0,36,YES,HR System,False
SC13559,45,2025,Phase_II,3,2,58.7,48,NO,Manual Entry,False
SC13559,46,2025,Phase_II,6,2,30.3,48,NO,Manual Entry,
SC13559,47,2025,Phase_II,1,2,55.4,48,YES,HR System,True
SC13559,48,2025,Phase_II,7,2,46.6,48,NO,Ops Control,False
SC13559,49,2025,Phase_II,6,2,57.0,48,NO,Manual Entry,True
SC13559,50,2025,Phase_II,5,2,44.7,48,NO,Manual Entry,False
SC13560,44,2025,Phase_I,0,6,61.9,36,YES,Manual Entry,
SC13560,45,2025,Phase_II,7,2,37.5,48,NO,HR System,
SC13560,46,2025,Phase_II,8,2,30.7,48,NO,Ops Control,False
SC13560,47,2025,Phase_II,8,2,42.3,48,NO,Manual Entry,False
SC13560,48,2025,Phase_II,5,2,43.2,48,NO,HR System,False
SC13560,49,2025,Phase_II,0,2,38.1,48,NO,HR System,True
SC13560,50,2025,Phase_II,6,2,31.0,48,NO,Manual Entry,
SC13561,44,2025,Phase_I,5,6,38.2,36,YES,HR System,False
SC13561,45,2025,Phase_II,1,2,70.1,48,YES,HR System,False
SC13561,46,2025,Phase_II,4,2,61.2,48,NO,HR System,
SC13561,47,2025,Phase_II,4,2,40.2,48,NO,Manual Entry,
SC13561,48,2025,Phase_II,1,2,67.8,48,YES,Manual Entry,
SC13561,49,2025,Phase_II,5,2,32.4,48,NO,HR System,True
SC13561,50,2025,Phase_II,0,2,54.3,48,YES,Ops Control,
SC13562,44,2025,Phase_I,5,6,37.1,36,YES,Manual Entry,
SC13562,45,2025,Phase_II,7,2,33.4,48,NO,Manual Entry,True
SC13562,46,2025,Phase_II,3,2,37.9,48,NO,Ops Control,
SC13562,47,2025,Phase_II,2,2,55.7,48,YES,Manual Entry,
SC13562,48,2025,Phase_II,0,2,56.6,48,YES,Manual Entry,False
SC13562,49,2025,Phase_II,8,2,70.1,48,NO,HR System,False
SC13562,50,2025,Phase_II,7,2,28.1,48,NO,Ops Control,
SC13563,44,2025,Phase_I,8,6,45.8,36,NO,HR System,True
SC13563,45,2025,Phase_II,3,2,38.3,48,NO,Ops Control,
SC13563,46,2025,Phase_II,2,2,36.0,48,NO,Manual Entry,
SC13563,47,2025,Phase_II,5,2,42.5,48,NO,Manual Entry,True
SC13563,48,2025,Phase_II,0,2,52.7,48,YES,Manual Entry,
SC13563,49,2025,Phase_II,3,2,61.1,48,NO,HR System,True
SC13563,50,2025,Phase_II,0,2,43.7,48,NO,Manual Entry,True
SC13564,44,2025,Phase_I,7,6,38.1,36,NO,Ops Control,True
SC13564,45,2025,Phase_II,8,2,56.9,48,NO,Ops Control,
SC13564,46,2025,Phase_II,3,2,61.0,48,NO,Ops Control,
SC13564,47,2025,Phase_II,8,2,28.1,48,NO,Manual Entry,True
SC13564,48,2025,Phase_II,0,2,31.4,48,NO,Ops Control,False
SC13564,49,2025,Phase_II,1,2,64.4,48,YES,HR System,
SC13564,50,2025,Phase_II,7,2,69.5,48,NO,Ops Control,
SC13565,44,2025,Phase_I,6,6,46.7,36,YES,Ops Control,True
SC13565,45,2025,Phase_II,5,2,48.7,48,NO,Ops Control,False
SC13565,46,2025,Phase_II,1,2,33.7,48,NO,HR System,
SC13565,47,2025,Phase_II,2,2,55.1,48,YES,Ops Control,
SC13565,48,2025,Phase_II,7,2,35.1,48,NO,Ops Control,
SC13565,49,2025,Phase_II,3,2,63.6,48,NO,HR System,
SC13565,50,2025,Phase_II,0,2,34.1,48,NO,HR System,
SC13566,44,2025,Phase_I,3,6,42.7,36,YES,Manual Entry,False
SC13566,45,2025,Phase_II,2,2,29.8,48,NO,HR System,True
SC13566,46,2025,Phase_II,8,2,60.6,48,NO,HR System,True
SC13566,47,2025,Phase_II,7,2,64.1,48,NO,Ops Control,True
SC13566,48,2025,Phase_II,1,2,58.7,48,YES,Ops Control,
SC13566,49,2025,Phase_II,4,2,66.1,48,NO,Manual Entry,True
SC13566,50,2025,Phase_II,6,2,45.6,48,NO,Ops Control,
SC13567,44,2025,Phase_I,6,6,59.5,36,YES,HR System,True
SC13567,45,2025,Phase_II,4,2,39.7,48,NO,Ops Control,False
SC13567,46,2025,Phase_II,2,2,28.2,48,NO,Ops Control,True
SC13567,47,2025,Phase_II,3,2,67.8,48,NO,Manual Entry,False
SC13567,48,2025,Phase_II,7,2,46.1,48,NO,Manual Entry,True
SC13567,49,2025,Phase_II,8,2,31.1,48,NO,HR System,True
SC13567,50,2025,Phase_II,8,2,56.7,48,NO,HR System,True
SC13568,44,2025,Phase_I,8,6,59.1,36,NO,HR System,False
SC13568,45,2025,Phase_II,5,2,60.8,48,NO,Manual Entry,False
SC13568,46,2025,Phase_II,7,2,69.7,48,NO,Manual Entry,False
SC13568,47,2025,Phase_II,7,2,38.8,48,NO,HR System,
SC13568,48,2025,Phase_II,3,2,55.5,48,NO,Ops Control,
SC13568,49,2025,Phase_II,4,2,28.5,48,NO,Ops Control,True
SC13568,50,2025,Phase_II,6,2,32.7,48,NO,HR System,False
SC13569,44,2025,Phase_I,8,6,36.6,36,NO,Ops Control,True
SC13569,45,2025,Phase_II,4,2,29.0,48,NO,HR System,False
SC13569,46,2025,Phase_II,3,2,40.1,48,YES,HR System,True
SC13569,47,2025,Phase_II,0,2,40.7,48,NO,HR System,
SC13569,48,2025,Phase_II,8,2,35.4,48,NO,Manual Entry,False
SC13569,49,2025,Phase_II,3,2,34.4,48,NO,HR System,
SC13569,50,2025,Phase_II,5,2,70.2,48,NO,Ops Control,
SC13570,44,2025,Phase_I,5,6,52.3,36,YES,Ops Control,
SC13570,45,2025,Phase_II,8,2,54.6,48,NO,HR System,False
SC13570,46,2025,Phase_II,8,2,37.6,48,NO,HR System,
