flt_no,src,dst,sched_time,actual_time,status_cd,delay_mins,ac_reg,sector,ops_month,data_ver
6E2351,BOM,IXC,13/10/2025 17:45,N/A,CXL,,VT-A004,BOM-IXC,OCT-2025,LEGACY_v1
6E7283,BHO,AMD,13/10/2025 01:15,N/A,DIV,,VT-D046,BHO-AMD,OCT-2025,LEGACY_v1
6E7656,PAT,IXB,13/10/2025 18:30,13/10/2025 18:30,OK,0,VT-A005,PAT-IXB,OCT-2025,LEGACY_v1
6E7767,ATQ,CCU,13/10/2025 19:45,13/10/2025 20:05,DLY,20,VT-D035,ATQ-CCU,OCT-2025,LEGACY_v1
6E566,LKO,PAT,13/10/2025 01:45,13/10/2025 01:45,OK,0,VT-B021,LKO-PAT,OCT-2025,LEGACY_v1
6E9065,DEL,PAT,13/10/2025 05:45,13/10/2025 05:45,OK,0,VT-E039,DEL-PAT,OCT-2025,LEGACY_v1
6E1837,BLR,HYD,13/10/2025 03:15,N/A,DIV,,VT-B001,BLR-HYD,OCT-2025,LEGACY_v1
6E156,ATQ,BLR,13/10/2025 17:15,13/10/2025 17:15,OK,0,VT-C035,ATQ-BLR,OCT-2025,LEGACY_v1
6E5343,JAI,DEL,13/10/2025 03:15,13/10/2025 03:58,DLY,43,VT-B038,JAI-DEL,OCT-2025,LEGACY_v1
6E5685,BHO,BLR,13/10/2025 13:30,13/10/2025 13:30,OK,0,VT-C046,BHO-BLR,OCT-2025,LEGACY_v1
6E2012,GAU,SXR,13/10/2025 10:00,13/10/2025 10:00,OK,0,VT-D006,GAU-SXR,OCT-2025,LEGACY_v1
6E9910,COK,LKO,13/10/2025 12:45,N/A,CXL,,VT-B060,COK-LKO,OCT-2025,LEGACY_v1
6E4496,HYD,MAA,13/10/2025 09:15,N/A,DIV,,VT-D014,HYD-MAA,OCT-2025,LEGACY_v1
6E6909,CCU,BHO,13/10/2025 03:30,13/10/2025 03:30,OK,0,VT-D051,CCU-BHO,OCT-2025,LEGACY_v1
6E1121,CCU,GAU,13/10/2025 06:45,N/A,DIV,,VT-A028,CCU-GAU,OCT-2025,LEGACY_v1
6E4752,MAA,ATQ,13/10/2025 01:15,13/10/2025 01:15,OK,0,VT-D015,MAA-ATQ,OCT-2025,LEGACY_v1
6E8077,PNQ,DEL,13/10/2025 06:00,13/10/2025 06:00,OK,0,VT-A017,PNQ-DEL,OCT-2025,LEGACY_v1
6E925,CCU,JAI,13/10/2025 18:15,13/10/2025 18:15,OK,0,VT-D011,CCU-JAI,OCT-2025,LEGACY_v1
6E4280,AMD,CCU,13/10/2025 21:45,13/10/2025 21:45,OK,0,VT-C029,AMD-CCU,OCT-2025,LEGACY_v1
6E754,BLR,GOI,13/10/2025 12:15,13/10/2025 12:15,OK,0,VT-B013,BLR-GOI,OCT-2025,LEGACY_v1
6E7780,MAA,AMD,13/10/2025 16:30,13/10/2025 16:30,OK,0,VT-E011,MAA-AMD,OCT-2025,LEGACY_v1
6E3026,IXB,GAU,14/10/2025 00:15,14/10/2025 00:15,OK,0,VT-B059,IXB-GAU,OCT-2025,LEGACY_v1
6E4593,SXR,LKO,14/10/2025 18:45,N/A,DIV,,VT-A005,SXR-LKO,OCT-2025,LEGACY_v1
6E4804,GAU,ATQ,14/10/2025 06:15,14/10/2025 06:15,OK,0,VT-D022,GAU-ATQ,OCT-2025,LEGACY_v1
6E3889,DEL,JAI,14/10/2025 14:15,N/A,CXL,,VT-E045,DEL-JAI,OCT-2025,LEGACY_v1
6E754,LKO,AMD,14/10/2025 07:45,14/10/2025 07:45,OK,0,VT-E042,LKO-AMD,OCT-2025,LEGACY_v1
6E7569,JAI,MAA,14/10/2025 08:30,14/10/2025 08:30,OK,0,VT-A042,JAI-MAA,OCT-2025,LEGACY_v1
6E8869,BLR,LKO,14/10/2025 17:45,14/10/2025 17:45,OK,0,VT-C059,BLR-LKO,OCT-2025,LEGACY_v1
6E1779,COK,CCU,14/10/2025 11:45,14/10/2025 11:45,OK,0,VT-D002,COK-CCU,OCT-2025,LEGACY_v1
6E3863,IXB,PNQ,14/10/2025 21:30,14/10/2025 21:30,OK,0,VT-A031,IXB-PNQ,OCT-2025,LEGACY_v1
6E9043,HYD,LKO,14/10/2025 23:30,14/10/2025 23:30,OK,0,VT-A028,HYD-LKO,OCT-2025,LEGACY_v1
6E8511,IXB,ATQ,14/10/2025 21:00,14/10/2025 23:31,DLY,151,VT-D060,IXB-ATQ,OCT-2025,LEGACY_v1
6E505,JAI,CCU,14/10/2025 06:00,14/10/2025 06:00,OK,0,VT-C041,JAI-CCU,OCT-2025,LEGACY_v1
6E2243,VNS,GAU,14/10/2025 18:30,14/10/2025 19:43,DLY,73,VT-D001,VNS-GAU,OCT-2025,LEGACY_v1
6E6838,GAU,SXR,14/10/2025 19:00,N/A,CXL,,VT-A035,GAU-SXR,OCT-2025,LEGACY_v1
6E6354,GOI,DEL,14/10/2025 12:00,14/10/2025 13:53,DLY,113,VT-B048,GOI-DEL,OCT-2025,LEGACY_v1
6E7494,ATQ,BLR,14/10/2025 07:45,14/10/2025 08:40,DLY,55,VT-A003,ATQ-BLR,OCT-2025,LEGACY_v1
6E2287,IXB,PNQ,14/10/2025 06:45,14/10/2025 07:56,DLY,71,VT-B013,IXB-PNQ,OCT-2025,LEGACY_v1
6E284,IXC,JAI,14/10/2025 14:45,14/10/2025 16:54,DLY,129,VT-A023,IXC-JAI,OCT-2025,LEGACY_v1
6E4344,GAU,PAT,14/10/2025 04:00,14/10/2025 04:00,OK,0,VT-B048,GAU-PAT,OCT-2025,LEGACY_v1
6E1912,ATQ,AMD,14/10/2025 22:30,14/10/2025 22:30,OK,0,VT-A051,ATQ-AMD,OCT-2025,LEGACY_v1
6E2192,PNQ,SXR,14/10/2025 23:15,14/10/2025 23:15,OK,0,VT-A002,PNQ-SXR,OCT-2025,LEGACY_v1
6E1023,BOM,GOI,14/10/2025 03:30,N/A,CXL,,VT-C038,BOM-GOI,OCT-2025,LEGACY_v1
6E7915,COK,DEL,14/10/2025 06:30,14/10/2025 06:30,OK,0,VT-E052,COK-DEL,OCT-2025,LEGACY_v1
6E7604,CCU,IXB,14/10/2025 00:30,N/A,CXL,,VT-A043,CCU-IXB,OCT-2025,LEGACY_v1
6E7872,MAA,LKO,14/10/2025 05:15,14/10/2025 05:15,OK,0,VT-A058,MAA-LKO,OCT-2025,LEGACY_v1
6E5107,ATQ,AMD,14/10/2025 15:00,14/10/2025 15:00,OK,0,VT-A049,ATQ-AMD,OCT-2025,LEGACY_v1
6E1093,BHO,SXR,14/10/2025 03:15,N/A,DIV,,VT-A044,BHO-SXR,OCT-2025,LEGACY_v1
6E6819,DEL,MAA,14/10/2025 16:30,N/A,CXL,,VT-A047,DEL-MAA,OCT-2025,LEGACY_v1
6E9652,BLR,PNQ,14/10/2025 07:00,14/10/2025 07:00,OK,0,VT-D025,BLR-PNQ,OCT-2025,LEGACY_v1
6E8127,PAT,SXR,14/10/2025 19:30,14/10/2025 21:25,DLY,115,VT-E039,PAT-SXR,OCT-2025,LEGACY_v1
6E2968,AMD,DEL,14/10/2025 16:00,14/10/2025 16:00,OK,0,VT-D054,AMD-DEL,OCT-2025,LEGACY_v1
6E5186,CCU,JAI,14/10/2025 16:30,14/10/2025 16:30,OK,0,VT-A020,CCU-JAI,OCT-2025,LEGACY_v1
6E6584,HYD,ATQ,14/10/2025 21:00,14/10/2025 21:00,OK,0,VT-D030,HYD-ATQ,OCT-2025,LEGACY_v1
6E7906,JAI,PAT,14/10/2025 17:45,14/10/2025 17:45,OK,0,VT-C010,JAI-PAT,OCT-2025,LEGACY_v1
6E6925,IXB,ATQ,14/10/2025 21:15,N/A,CXL,,VT-E028,IXB-ATQ,OCT-2025,LEGACY_v1
6E111,DEL,JAI,14/10/2025 14:15,14/10/2025 14:15,OK,0,VT-D018,DEL-JAI,OCT-2025,LEGACY_v1
6E6128,BOM,HYD,14/10/2025 14:45,14/10/2025 14:45,OK,0,VT-E027,BOM-HYD,OCT-2025,LEGACY_v1
6E9118,BLR,JAI,14/10/2025 13:45,N/A,CXL,,VT-C030,BLR-JAI,OCT-2025,LEGACY_v1
6E9778,ATQ,HYD,14/10/2025 00:30,14/10/2025 00:30,OK,0,VT-A039,ATQ-HYD,OCT-2025,LEGACY_v1
6E8510,JAI,ATQ,14/10/2025 07:45,14/10/2025 07:45,OK,0,VT-B058,JAI-ATQ,OCT-2025,LEGACY_v1
6E7204,VNS,IXC,14/10/2025 08:30,14/10/2025 08:30,OK,0,VT-E051,VNS-IXC,OCT-2025,LEGACY_v1
6E8104,VNS,CCU,14/10/2025 21:45,N/A,DIV,,VT-D060,VNS-CCU,OCT-2025,LEGACY_v1
6E1389,IXC,VNS,14/10/2025 11:00,14/10/2025 11:00,OK,0,VT-E037,IXC-VNS,OCT-2025,LEGACY_v1
6E6618,PNQ,CCU,14/10/2025 04:45,N/A,CXL,,VT-D040,PNQ-CCU,OCT-2025,LEGACY_v1
6E574,PNQ,AMD,14/10/2025 12:00,14/10/2025 12:00,OK,0,VT-D017,PNQ-AMD,OCT-2025,LEGACY_v1
6E3120,VNS,COK,14/10/2025 20:15,14/10/2025 21:25,DLY,70,VT-D059,VNS-COK,OCT-2025,LEGACY_v1
6E2822,CCU,ATQ,14/10/2025 07:30,14/10/2025 07:30,OK,0,VT-B025,CCU-ATQ,OCT-2025,LEGACY_v1
6E1178,COK,BHO,14/10/2025 06:30,14/10/2025 06:30,OK,0,VT-E001,COK-BHO,OCT-2025,LEGACY_v1
6E9222,DEL,BOM,15/10/2025 07:30,15/10/2025 07:30,OK,0,VT-E050,DEL-BOM,OCT-2025,LEGACY_v1
6E2752,VNS,BHO,15/10/2025 07:45,15/10/2025 07:45,OK,0,VT-E009,VNS-BHO,OCT-2025,LEGACY_v1
6E7887,PAT,VNS,15/10/2025 01:15,15/10/2025 01:15,OK,0,VT-B056,PAT-VNS,OCT-2025,LEGACY_v1
6E880,AMD,BHO,15/10/2025 16:30,15/10/2025 16:30,OK,0,VT-A047,AMD-BHO,OCT-2025,LEGACY_v1
6E7965,GOI,BOM,15/10/2025 21:45,15/10/2025 21:45,OK,0,VT-A060,GOI-BOM,OCT-2025,LEGACY_v1
6E7361,CCU,PAT,15/10/2025 19:15,15/10/2025 19:15,OK,0,VT-A017,CCU-PAT,OCT-2025,LEGACY_v1
6E8638,AMD,BOM,15/10/2025 07:15,N/A,DIV,,VT-D057,AMD-BOM,OCT-2025,LEGACY_v1
6E8060,JAI,MAA,15/10/2025 00:30,15/10/2025 00:30,OK,0,VT-C025,JAI-MAA,OCT-2025,LEGACY_v1
6E6605,PNQ,LKO,15/10/2025 20:00,15/10/2025 20:00,OK,0,VT-C022,PNQ-LKO,OCT-2025,LEGACY_v1
6E6831,PAT,COK,15/10/2025 11:45,15/10/2025 11:45,OK,0,VT-B041,PAT-COK,OCT-2025,LEGACY_v1
6E4881,HYD,GOI,15/10/2025 17:00,15/10/2025 17:00,OK,0,VT-C034,HYD-GOI,OCT-2025,LEGACY_v1
6E3589,BOM,GOI,15/10/2025 12:00,15/10/2025 13:18,DLY,78,VT-D031,BOM-GOI,OCT-2025,LEGACY_v1
6E518,LKO,COK,15/10/2025 11:30,15/10/2025 11:30,OK,0,VT-C045,LKO-COK,OCT-2025,LEGACY_v1
6E8445,COK,GAU,15/10/2025 06:30,15/10/2025 06:30,OK,0,VT-C052,COK-GAU,OCT-2025,LEGACY_v1
6E3113,SXR,PAT,15/10/2025 18:30,15/10/2025 18:30,OK,0,VT-D019,SXR-PAT,OCT-2025,LEGACY_v1
6E5566,COK,BHO,15/10/2025 06:15,15/10/2025 07:56,DLY,101,VT-D058,COK-BHO,OCT-2025,LEGACY_v1
6E9872,VNS,CCU,15/10/2025 04:15,15/10/2025 04:15,OK,0,VT-B005,VNS-CCU,OCT-2025,LEGACY_v1
6E3120,GAU,CCU,15/10/2025 11:30,15/10/2025 11:30,OK,0,VT-A027,GAU-CCU,OCT-2025,LEGACY_v1
6E6412,AMD,CCU,15/10/2025 02:30,N/A,CXL,,VT-C014,AMD-CCU,OCT-2025,LEGACY_v1
6E1082,COK,CCU,15/10/2025 18:30,15/10/2025 18:30,OK,0,VT-D044,COK-CCU,OCT-2025,LEGACY_v1
6E8734,MAA,BHO,15/10/2025 19:00,15/10/2025 21:37,DLY,157,VT-D045,MAA-BHO,OCT-2025,LEGACY_v1
6E3106,GAU,SXR,15/10/2025 22:45,16/10/2025 00:38,DLY,113,VT-D008,GAU-SXR,OCT-2025,LEGACY_v1
6E1291,DEL,BLR,15/10/2025 14:45,15/10/2025 14:45,OK,0,VT-B041,DEL-BLR,OCT-2025,LEGACY_v1
6E5241,IXB,BOM,15/10/2025 07:45,15/10/2025 07:45,OK,0,VT-D018,IXB-BOM,OCT-2025,LEGACY_v1
6E5260,AMD,ATQ,15/10/2025 18:30,N/A,CXL,,VT-E017,AMD-ATQ,OCT-2025,LEGACY_v1
6E1661,SXR,JAI,15/10/2025 20:00,15/10/2025 20:00,OK,0,VT-B013,SXR-JAI,OCT-2025,LEGACY_v1
6E5396,ATQ,LKO,15/10/2025 06:45,15/10/2025 06:45,OK,0,VT-E013,ATQ-LKO,OCT-2025,LEGACY_v1
6E869,PAT,JAI,15/10/2025 07:00,N/A,CXL,,VT-C026,PAT-JAI,OCT-2025,LEGACY_v1
6E4726,JAI,AMD,15/10/2025 19:30,15/10/2025 19:30,OK,0,VT-C026,JAI-AMD,OCT-2025,LEGACY_v1
6E5659,MAA,HYD,15/10/2025 06:00,15/10/2025 06:00,OK,0,VT-A041,MAA-HYD,OCT-2025,LEGACY_v1
6E8040,BHO,DEL,15/10/2025 08:45,15/10/2025 08:45,OK,0,VT-B058,BHO-DEL,OCT-2025,LEGACY_v1
6E6925,SXR,CCU,15/10/2025 06:30,15/10/2025 06:30,OK,0,VT-E043,SXR-CCU,OCT-2025,LEGACY_v1
6E6624,CCU,BLR,15/10/2025 11:45,15/10/2025 11:45,OK,0,VT-E055,CCU-BLR,OCT-2025,LEGACY_v1
6E8546,PAT,LKO,15/10/2025 11:00,15/10/2025 11:00,OK,0,VT-D052,PAT-LKO,OCT-2025,LEGACY_v1
6E1678,SXR,LKO,15/10/2025 11:30,15/10/2025 11:30,OK,0,VT-B041,SXR-LKO,OCT-2025,LEGACY_v1
6E7925,BHO,BOM,15/10/2025 20:00,15/10/2025 20:00,OK,0,VT-B026,BHO-BOM,OCT-2025,LEGACY_v1
6E4923,SXR,ATQ,15/10/2025 04:45,15/10/2025 04:45,OK,0,VT-B048,SXR-ATQ,OCT-2025,LEGACY_v1
6E7862,GAU,COK,15/10/2025 23:45,15/10/2025 23:45,OK,0,VT-B020,GAU-COK,OCT-2025,LEGACY_v1
6E132,PNQ,JAI,15/10/2025 02:45,15/10/2025 02:45,OK,0,VT-A016,PNQ-JAI,OCT-2025,LEGACY_v1
6E7198,LKO,COK,15/10/2025 20:00,15/10/2025 20:00,OK,0,VT-C042,LKO-COK,OCT-2025,LEGACY_v1
6E2710,BOM,PNQ,15/10/2025 21:00,15/10/2025 21:00,OK,0,VT-A044,BOM-PNQ,OCT-2025,LEGACY_v1
6E6532,BHO,VNS,15/10/2025 16:15,15/10/2025 16:15,OK,0,VT-B055,BHO-VNS,OCT-2025,LEGACY_v1
6E1466,BHO,IXC,15/10/2025 15:00,15/10/2025 16:27,DLY,87,VT-D034,BHO-IXC,OCT-2025,LEGACY_v1
6E1961,IXB,IXC,15/10/2025 19:30,15/10/2025 22:12,DLY,162,VT-A004,IXB-IXC,OCT-2025,LEGACY_v1
6E4581,VNS,GOI,15/10/2025 23:15,15/10/2025 23:15,OK,0,VT-D047,VNS-GOI,OCT-2025,LEGACY_v1
6E659,VNS,AMD,15/10/2025 11:00,15/10/2025 12:55,DLY,115,VT-A025,VNS-AMD,OCT-2025,LEGACY_v1
6E5960,VNS,PNQ,15/10/2025 17:45,15/10/2025 20:20,DLY,155,VT-B025,VNS-PNQ,OCT-2025,LEGACY_v1
6E7970,GOI,DEL,15/10/2025 01:15,15/10/2025 01:15,OK,0,VT-D050,GOI-DEL,OCT-2025,LEGACY_v1
6E7395,PAT,IXC,16/10/2025 10:00,16/10/2025 10:00,OK,0,VT-A023,PAT-IXC,OCT-2025,LEGACY_v1
6E2066,DEL,PNQ,16/10/2025 01:45,N/A,CXL,,VT-A051,DEL-PNQ,OCT-2025,LEGACY_v1
6E5448,IXC,MAA,16/10/2025 17:30,16/10/2025 17:30,OK,0,VT-A007,IXC-MAA,OCT-2025,LEGACY_v1
6E1520,IXB,LKO,16/10/2025 04:30,16/10/2025 04:30,OK,0,VT-A057,IXB-LKO,OCT-2025,LEGACY_v1
6E6572,GOI,DEL,16/10/2025 08:45,16/10/2025 08:45,OK,0,VT-E020,GOI-DEL,OCT-2025,LEGACY_v1
6E4043,BOM,JAI,16/10/2025 14:30,16/10/2025 14:30,OK,0,VT-A022,BOM-JAI,OCT-2025,LEGACY_v1
6E8601,PNQ,CCU,16/10/2025 22:15,16/10/2025 22:15,OK,0,VT-D004,PNQ-CCU,OCT-2025,LEGACY_v1
6E930,COK,IXB,16/10/2025 18:30,N/A,DIV,,VT-C009,COK-IXB,OCT-2025,LEGACY_v1
6E5041,IXC,COK,16/10/2025 19:45,16/10/2025 19:45,OK,0,VT-D059,IXC-COK,OCT-2025,LEGACY_v1
6E9516,VNS,ATQ,16/10/2025 03:45,16/10/2025 03:45,OK,0,VT-B057,VNS-ATQ,OCT-2025,LEGACY_v1
6E9903,CCU,JAI,16/10/2025 21:15,16/10/2025 21:15,OK,0,VT-D010,CCU-JAI,OCT-2025,LEGACY_v1
6E6044,BHO,CCU,16/10/2025 20:15,16/10/2025 20:26,DLY,11,VT-A047,BHO-CCU,OCT-2025,LEGACY_v1
6E7938,PAT,DEL,16/10/2025 23:45,16/10/2025 23:45,OK,0,VT-A047,PAT-DEL,OCT-2025,LEGACY_v1
6E4527,GAU,COK,16/10/2025 12:30,16/10/2025 12:30,OK,0,VT-E012,GAU-COK,OCT-2025,LEGACY_v1
6E6599,JAI,PAT,16/10/2025 10:45,16/10/2025 13:34,DLY,169,VT-D011,JAI-PAT,OCT-2025,LEGACY_v1
6E4389,ATQ,LKO,16/10/2025 15:30,N/A,DIV,,VT-B021,ATQ-LKO,OCT-2025,LEGACY_v1
6E355,AMD,VNS,16/10/2025 12:30,16/10/2025 12:30,OK,0,VT-B059,AMD-VNS,OCT-2025,LEGACY_v1
6E8647,PAT,ATQ,16/10/2025 04:00,16/10/2025 04:00,OK,0,VT-C013,PAT-ATQ,OCT-2025,LEGACY_v1
6E8833,JAI,PAT,16/10/2025 02:00,16/10/2025 02:00,OK,0,VT-A027,JAI-PAT,OCT-2025,LEGACY_v1
6E5770,HYD,GAU,16/10/2025 13:45,N/A,DIV,,VT-E005,HYD-GAU,OCT-2025,LEGACY_v1
6E9382,BOM,HYD,16/10/2025 04:45,16/10/2025 04:45,OK,0,VT-A005,BOM-HYD,OCT-2025,LEGACY_v1
6E9502,SXR,IXC,16/10/2025 07:30,16/10/2025 07:30,OK,0,VT-D053,SXR-IXC,OCT-2025,LEGACY_v1
6E8909,COK,DEL,16/10/2025 08:15,16/10/2025 08:15,OK,0,VT-D043,COK-DEL,OCT-2025,LEGACY_v1
6E6677,HYD,VNS,16/10/2025 08:30,16/10/2025 08:30,OK,0,VT-C060,HYD-VNS,OCT-2025,LEGACY_v1
6E2946,CCU,DEL,16/10/2025 11:00,N/A,DIV,,VT-E021,CCU-DEL,OCT-2025,LEGACY_v1
6E3938,BLR,GOI,16/10/2025 21:45,16/10/2025 21:45,OK,0,VT-B011,BLR-GOI,OCT-2025,LEGACY_v1
6E5662,GOI,DEL,16/10/2025 12:30,16/10/2025 12:30,OK,0,VT-E060,GOI-DEL,OCT-2025,LEGACY_v1
6E9706,GOI,BLR,16/10/2025 06:00,N/A,CXL,,VT-E021,GOI-BLR,OCT-2025,LEGACY_v1
6E5624,BOM,BLR,16/10/2025 01:45,16/10/2025 01:55,DLY,10,VT-C057,BOM-BLR,OCT-2025,LEGACY_v1
6E7823,ATQ,MAA,16/10/2025 20:30,16/10/2025 20:30,OK,0,VT-E005,ATQ-MAA,OCT-2025,LEGACY_v1
6E4380,PAT,SXR,16/10/2025 00:15,16/10/2025 00:15,OK,0,VT-C056,PAT-SXR,OCT-2025,LEGACY_v1
6E3332,IXC,GAU,16/10/2025 08:00,16/10/2025 08:00,OK,0,VT-A043,IXC-GAU,OCT-2025,LEGACY_v1
6E6474,DEL,GOI,16/10/2025 03:00,16/10/2025 03:00,OK,0,VT-B003,DEL-GOI,OCT-2025,LEGACY_v1
6E2643,MAA,DEL,16/10/2025 05:00,16/10/2025 06:05,DLY,65,VT-D045,MAA-DEL,OCT-2025,LEGACY_v1
6E8218,JAI,VNS,16/10/2025 03:00,16/10/2025 03:00,OK,0,VT-D059,JAI-VNS,OCT-2025,LEGACY_v1
6E1577,COK,BOM,16/10/2025 04:00,16/10/2025 04:00,OK,0,VT-C029,COK-BOM,OCT-2025,LEGACY_v1
6E1918,PNQ,VNS,16/10/2025 07:30,N/A,CXL,,VT-E051,PNQ-VNS,OCT-2025,LEGACY_v1
6E8967,IXB,BHO,16/10/2025 03:45,16/10/2025 05:23,DLY,98,VT-A050,IXB-BHO,OCT-2025,LEGACY_v1
6E6395,AMD,SXR,16/10/2025 19:45,16/10/2025 19:45,OK,0,VT-B008,AMD-SXR,OCT-2025,LEGACY_v1
6E9545,BHO,PNQ,16/10/2025 20:00,16/10/2025 20:30,DLY,30,VT-E001,BHO-PNQ,OCT-2025,LEGACY_v1
6E4859,DEL,AMD,16/10/2025 19:45,16/10/2025 19:45,OK,0,VT-A022,DEL-AMD,OCT-2025,LEGACY_v1
6E6332,BLR,MAA,16/10/2025 16:15,16/10/2025 16:15,OK,0,VT-A055,BLR-MAA,OCT-2025,LEGACY_v1
6E2572,AMD,PNQ,16/10/2025 15:00,N/A,CXL,,VT-C041,AMD-PNQ,OCT-2025,LEGACY_v1
6E2775,JAI,IXC,16/10/2025 12:45,16/10/2025 12:45,OK,0,VT-D031,JAI-IXC,OCT-2025,LEGACY_v1
6E8449,AMD,SXR,16/10/2025 06:45,16/10/2025 06:45,OK,0,VT-A005,AMD-SXR,OCT-2025,LEGACY_v1
6E4690,IXC,COK,16/10/2025 22:00,16/10/2025 22:00,OK,0,VT-A022,IXC-COK,OCT-2025,LEGACY_v1
6E552,HYD,SXR,16/10/2025 17:00,16/10/2025 17:19,DLY,19,VT-E017,HYD-SXR,OCT-2025,LEGACY_v1
6E7052,IXC,VNS,16/10/2025 18:30,16/10/2025 18:30,OK,0,VT-B018,IXC-VNS,OCT-2025,LEGACY_v1
6E4458,DEL,LKO,17/10/2025 22:15,17/10/2025 22:15,OK,0,VT-A038,DEL-LKO,OCT-2025,LEGACY_v1
6E3027,IXC,BOM,17/10/2025 11:30,17/10/2025 11:30,OK,0,VT-E055,IXC-BOM,OCT-2025,LEGACY_v1
6E5646,PAT,AMD,17/10/2025 12:15,17/10/2025 12:15,OK,0,VT-A015,PAT-AMD,OCT-2025,LEGACY_v1
6E8536,ATQ,BLR,17/10/2025 23:30,17/10/2025 23:30,OK,0,VT-B028,ATQ-BLR,OCT-2025,LEGACY_v1
6E8254,CCU,DEL,17/10/2025 02:30,17/10/2025 03:18,DLY,48,VT-D042,CCU-DEL,OCT-2025,LEGACY_v1
6E9924,PAT,GOI,17/10/2025 19:45,17/10/2025 22:45,DLY,180,VT-C060,PAT-GOI,OCT-2025,LEGACY_v1
6E6521,IXC,LKO,17/10/2025 16:00,17/10/2025 16:00,OK,0,VT-E053,IXC-LKO,OCT-2025,LEGACY_v1
6E1307,COK,BHO,17/10/2025 19:30,N/A,DIV,,VT-C023,COK-BHO,OCT-2025,LEGACY_v1
6E8670,COK,JAI,17/10/2025 23:45,17/10/2025 23:45,OK,0,VT-E032,COK-JAI,OCT-2025,LEGACY_v1
6E2074,HYD,IXC,17/10/2025 16:45,N/A,DIV,,VT-B008,HYD-IXC,OCT-2025,LEGACY_v1
6E3600,COK,AMD,17/10/2025 02:30,17/10/2025 02:30,OK,0,VT-A002,COK-AMD,OCT-2025,LEGACY_v1
6E5586,GAU,BOM,17/10/2025 12:30,N/A,CXL,,VT-E021,GAU-BOM,OCT-2025,LEGACY_v1
6E7559,PAT,HYD,17/10/2025 20:15,17/10/2025 20:15,OK,0,VT-D040,PAT-HYD,OCT-2025,LEGACY_v1
6E1515,AMD,IXB,17/10/2025 23:30,17/10/2025 23:30,OK,0,VT-B005,AMD-IXB,OCT-2025,LEGACY_v1
6E755,GOI,CCU,17/10/2025 07:45,17/10/2025 07:45,OK,0,VT-C029,GOI-CCU,OCT-2025,LEGACY_v1
6E1671,IXB,DEL,17/10/2025 00:45,17/10/2025 03:20,DLY,155,VT-B026,IXB-DEL,OCT-2025,LEGACY_v1
6E5064,VNS,COK,17/10/2025 22:15,17/10/2025 22:15,OK,0,VT-C040,VNS-COK,OCT-2025,LEGACY_v1
6E4932,LKO,BLR,17/10/2025 09:30,17/10/2025 09:30,OK,0,VT-A012,LKO-BLR,OCT-2025,LEGACY_v1
6E3057,SXR,CCU,17/10/2025 10:15,17/10/2025 10:15,OK,0,VT-A052,SXR-CCU,OCT-2025,LEGACY_v1
6E8254,IXC,BLR,17/10/2025 18:15,17/10/2025 18:15,OK,0,VT-C014,IXC-BLR,OCT-2025,LEGACY_v1
6E7284,GOI,BHO,17/10/2025 14:30,17/10/2025 16:53,DLY,143,VT-C032,GOI-BHO,OCT-2025,LEGACY_v1
6E2053,BLR,IXC,17/10/2025 19:45,17/10/2025 19:45,OK,0,VT-D035,BLR-IXC,OCT-2025,LEGACY_v1
6E7618,HYD,BOM,17/10/2025 17:00,17/10/2025 17:46,DLY,46,VT-C049,HYD-BOM,OCT-2025,LEGACY_v1
6E3526,HYD,AMD,17/10/2025 02:00,N/A,DIV,,VT-A030,HYD-AMD,OCT-2025,LEGACY_v1
6E8922,CCU,HYD,17/10/2025 14:00,17/10/2025 14:00,OK,0,VT-C014,CCU-HYD,OCT-2025,LEGACY_v1
6E5763,BLR,PNQ,17/10/2025 16:30,17/10/2025 16:30,OK,0,VT-E059,BLR-PNQ,OCT-2025,LEGACY_v1
6E7001,AMD,COK,17/10/2025 17:30,17/10/2025 17:30,OK,0,VT-E060,AMD-COK,OCT-2025,LEGACY_v1
6E8824,GOI,PAT,17/10/2025 00:30,17/10/2025 00:30,OK,0,VT-E027,GOI-PAT,OCT-2025,LEGACY_v1
6E4221,LKO,VNS,17/10/2025 16:30,17/10/2025 17:11,DLY,41,VT-A010,LKO-VNS,OCT-2025,LEGACY_v1
6E7867,VNS,MAA,17/10/2025 23:45,18/10/2025 01:25,DLY,100,VT-E011,VNS-MAA,OCT-2025,LEGACY_v1
6E7279,SXR,BLR,17/10/2025 02:00,17/10/2025 02:00,OK,0,VT-C042,SXR-BLR,OCT-2025,LEGACY_v1
6E7943,VNS,IXC,17/10/2025 07:30,17/10/2025 07:30,OK,0,VT-E050,VNS-IXC,OCT-2025,LEGACY_v1
6E7830,LKO,GOI,17/10/2025 18:30,17/10/2025 18:30,OK,0,VT-B053,LKO-GOI,OCT-2025,LEGACY_v1
6E9969,BHO,LKO,17/10/2025 05:30,N/A,DIV,,VT-A018,BHO-LKO,OCT-2025,LEGACY_v1
6E2643,MAA,CCU,17/10/2025 09:45,N/A,CXL,,VT-B036,MAA-CCU,OCT-2025,LEGACY_v1
6E260,BOM,LKO,17/10/2025 12:30,17/10/2025 14:53,DLY,143,VT-C057,BOM-LKO,OCT-2025,LEGACY_v1
6E1406,GAU,VNS,17/10/2025 01:00,17/10/2025 01:00,OK,0,VT-D017,GAU-VNS,OCT-2025,LEGACY_v1
